"pccode","casnum","pcname"
128989,91112662,"1(or 3)-Bromo-3(or 1)-chloro-5-ethyl-5-methylhydantoin"
128989,91112662,"Bromochloro-5-ethyl-5-methyl-2,4-imidazolidinedione"
128989,91112662,"1-Bromo-3-chloro-5-ethyl-5-methylhydantoin"
128989,91112662,"Bromochloro-5-ethyl-5-methyl-2,4-imidazolidinedione"
128989,91112662,"Dantobrom RW"
128989,89415463,"1(or 3)-Bromo-3(or 1)-chloro-5-ethyl-5-methylhydantoin"
128989,89415463,"Bromochloro-5-ethyl-5-methyl-2,4-imidazolidinedione"
128989,89415463,"1-Bromo-3-chloro-5-ethyl-5-methylhydantoin"
128989,89415463,"Bromochloro-5-ethyl-5-methyl-2,4-imidazolidinedione"
128989,89415463,"Dantobrom RW"
128990,100245656,"3-Bromo-1-chloro-5-ethyl-5-methylhydantoin"
128991,1398614,"Clandosan"
128991,1398614,"Chitin"
128991,1398614,"Poly-N-acetyl-D-glucosamine"
128991,1398614,"Acetylated chitin"
128992,4151502,"GX-071 Technical"
128992,4151502,"N-Ethylperfluorooctanesulfonamide"
128992,4151502,"1-Octanesulfonamide, N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-"
128992,4151502,"1-Octanesulfonamide, N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-"
128992,4151502,"1-Octanesulfonamide, N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-"
128992,4151502,"1-Octanesulfonamide, N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-"
128992,4151502,"Sulfluramid"
128993,94361065,"SAN 619F"
128993,94361065,"1H-1,2,4-Triazole-1-ethanol, .alpha.-(4-chlorophenyl)-.alpha.-(1-cyclopropylethyl)-"
128993,94361065,"1H-1,2,4-Triazole-1-ethanol, .alpha.-(4-chlorophenyl)-.alpha.-(1-cyclopropylethyl)-"
128993,94361065,"alpha-(4-Chlorophenyl)-alpha-(1-cyclopropylethyl)-1H-1,2,4-triazole-1-ethanol"
128993,94361065,"Cyproconazole"
128993,94361065,"Cyproconazole"
128994,97886458,"S,S-Dimethyl 2-(difluoromethyl)-4-(2-methylpropyl)-6-(trifluoromethyl)-3,5-pyridinedicarbothioate"
128994,97886458,"3,5-Pyridinedicarbothioic acid, 2-(difluoromethyl)-4-(2-methylpropyl)-6-(trifluoromethyl)-, S,S-dimethyl ester"
128994,97886458,"MON-7200"
128994,97886458,"Dithiopyr"
128994,97886458,"MON-15151"
128994,97886458,"MON-15100"
128994,97886458,"3,5-Pyridinedicarbothioic acid, 2-(difluoromethyl)-4-(2-methylpropyl)-6-(trifluoromethyl)-, S,S-dimethyl ester"
128994,97886458,"Dimension"
128995,90338208,"Phosphorothioic acid, O-(2-(1,1-dimethylethyl)-5-pyrimidinyl O,O diethyl ester"
128995,90338208,"O-(2-(1,1-Dimethylethyl)-5-pyrimidinyl) O,O-diethyl phosphorothioate"
128995,90338208,"Dowco 429"
128995,90338208,"XRD-429 technical chemical"
128995,90338208,"Phosphorothioic acid, O-(2-(1,1-dimethylethyl)-5-pyrimidinyl O,O diethyl ester"
128996,28159980,"2-(tert-Butylamino)-4-(cyclopropylamino)-6-(methylthio)-1,3,5-triazine"
128996,28159980,"1,3,5-Triazine-2,4-diamine, N-cyclopropyl-N'-(1,1-dimethylethyl)-6-(methylthio)-"
128996,28159980,"Irgarol 1051"
128996,28159980,"N-Cyclopropyl-N'-(1,1-dimethylethyl)-6-(methylthio)-1,3,5-triazine-2,4-diamine"
128996,28159980,"s-Triazine, 2-(tert-butylamino)-4-(cyclopropylamino)-6-(methylthio)-"
128996,28159980,"1,3,5-Triazine-2,4-diamine, N-cyclopropyl-N'-(1,1-dimethylethyl)-6-(methylthio)-"
128996,28159980,"Irgarol 1071"
128996,28159980,"s-Triazine, 2-(tert-butylamino)-4-(cyclopropylamino)-6-(methylthio)-"
128997,107534963,"Tebuconazole"
128997,107534963,"Folicur 1.2 EC Foliar Fungicide"
128997,107534963,"alpha-(2-(4-Chlorophenyl)ethyl)-alpha-(1,1-dimethylethyl)-1H-1,2,4-triazole-1-ethanol"
128997,107534963,"1H-1,2,4-Triazole-1-ethanol, .alpha.-(2-(4-chlorophenyl)ethyl)-.alpha.-(1,1-dimethylethyl)-, (+-),"
128997,107534963,"Lynx 1.2 Turf Fungicide"
128997,107534963,"Folicur Technical"
128997,107534963,"1H-1,2,4-Triazole-1-ethanol, .alpha.-(2-(4-chlorophenyl)ethyl)-.alpha.-(1,1-dimethylethyl)-, (+-),"
128997,80443410,"Tebuconazole"
128997,80443410,"Folicur 1.2 EC Foliar Fungicide"
128997,80443410,"alpha-(2-(4-Chlorophenyl)ethyl)-alpha-(1,1-dimethylethyl)-1H-1,2,4-triazole-1-ethanol"
128997,80443410,"1H-1,2,4-Triazole-1-ethanol, .alpha.-(2-(4-chlorophenyl)ethyl)-.alpha.-(1,1-dimethylethyl)-, (+-),"
128997,80443410,"Lynx 1.2 Turf Fungicide"
128997,80443410,"Folicur Technical"
128997,80443410,"1H-1,2,4-Triazole-1-ethanol, .alpha.-(2-(4-chlorophenyl)ethyl)-.alpha.-(1,1-dimethylethyl)-, (+-),"
128998,35950528,"Furan, 2-(2-bromo-2-nitroethenyl)-"
128998,35950528,"CN-1291"
128998,35950528,"2-(2-Bromo-2-nitroethenyl)furan"
128999,66246886,"(RS)-1-(2-(2,4-Dichlorophenyl)-n-pentyl)-1H-1,2,4-triazole"
128999,66246886,"Award"
128999,66246886,"Award Fungicide"
128999,66246886,"1H-1,2,4-Triazole, 1-(2-(2,4-dichlorophenyl)pentyl)-"
128999,66246886,"Topas"
128999,66246886,"CGA-71818"
128999,66246886,"Topas Plus Fungicide"
128999,66246886,"Topas 10W Fungicide"
128999,66246886,"1H-1,2,4-Triazole, 1-(2-(2,4-dichlorophenyl)pentyl)-"
128999,66246886,"Penconazole"
129001,54573750,"1-alpha-Hydroxyergocalciferol"
129001,54573750,"Quintoxc-D II"
129002,126535157,"Triflusulfuron-methyl"
129002,126535157,"Methyl 2-{{{{{4-(dimethylamino)-6-(2,2,2-trifluofoethoxy)-1,3,5-triazin-2-yl}amino}carbonyl}amino}sulfonyl}-3-, methylbenzoate"
129002,126535157,"Benzoic acid, 2-(((((4-(dimethylamino)-6-(2,2,2-trifluoroethoxy)-1,3,5-triazin-2-yl)amino)carbonyl)amino)sulfonyl)-3-methyl-, methyl ester"
129002,126535157,"Benzoic acid, 2-(((((4-(dimethylamino)-6-(2,2,2-trifluoroethoxy)-1,3,5-triazin-2-yl)amino)carbonyl)amino)sulfonyl)-3-methyl-, methyl ester"
129002,126535157,"Triflusulfuron"
129002,126535157,"DPX 66037"
129003,541537,"Thioimidodicarbonic diamide((H2N)C(S))2NH"
129003,541537,"Dithiobiuret"
129003,541537,"Thioimidodicarbonic diamide((H2N)C(S))2NH"
129004,16974111,"9-Dodecenyl acetate, (Z)-"
129004,16974111,"(Z)-9-Dodecenyl acetate"
129004,16974111,"9-Dodecen-1-ol, acetate, (Z)-"
129005,98500,"Arsonic acid, (4-aminophenyl)-"
129005,98500,"Arsanilic acid"
129005,98500,"p-Aminobenzenearsonic acid"
129006,54593838,"O,O-Diethyl O-(1,2,2,2-tetrachloroethyl) phosphorothioate"
129006,54593838,"O,O-Diethyl O-(1,2,2,2-tetrachloroethyl) thionophosphate"
129006,54593838,"Fortress Insecticide 5G"
129006,54593838,"SD 208304"
129006,54593838,"DPX-43898"
129006,54593838,"Chlorethoxyfos"
129006,54593838,"Phosphorothioic acid, O,O-diethyl O-(1,1,2,2-tetrachloroethyl) ester"
129008,111991094,"3-Pyridinecarboxamide, 2-(((((4,6-dimethoxy-2-pyrimidinyl)amino)carbonyl)amino)sulfonyl)-N,N-dimethyl-"
129008,111991094,"Accent"
129008,111991094,"DPX 79406 Herbicide, component of (with 129009)"
129008,111991094,"2-(((((4,6-Dimethoxy-2-pyrimidinyl)amino)carbonyl)amino)sulfonyl)-N,N-dimethyl-3-pyridinecarboxamide"
129008,111991094,"Matrix (Herbicide, component of (with 129009)"
129008,111991094,"Nicosulfuron"
129008,111991094,"DPX-V9636"
129008,111991094,"3-Pyridinecarboxamide, 2-(((((4,6-dimethoxy-2-pyrimidinyl)amino)carbonyl)amino)sulfonyl)-N,N-dimethyl-"
129009,122931480,"DPX-E9636"
129009,122931480,"N-((4,6-Dimethoxypyrimidin-2-yl)aminocarbonyl)-3-(ethylsulfonyl)-2-pyridinesulfonamide"
129009,122931480,"Rimsulfuron"
129009,122931480,"DuPont E9636 Herbicide"
129009,122931480,"Matrix (Herbicide), component of"
129009,122931480,"2-Pyridinesulfonamide, N-(((4,6-dimethoxy-2-pyrimidinyl)amino)carbonyl)-3-(ethylsulfonyl)-"
129009,122931480,"DPX 79406 Herbicide, component of(with 129008)"
129009,122931480,"2-Pyridinesulfonamide, N-(((4,6-dimethoxy-2-pyrimidinyl)amino)carbonyl)-3-(ethylsulfonyl)-"
129009,122931480,"DuPont E9636 Technical"
129011,114369436,"Fenethanil"
129011,114369436,"2-Cyano-2-phenyl-2-(beta-p-chlorophenethyl)ethyl-1H-1,2,4-triazole"
129011,114369436,"RH-7592"
129011,114369436,"a-{2-(4-Chlorophenyl)ethyl}-a-phenyl-3-(1H-1,2,4-triazole)-1-propanenitrile"
129011,114369436,"1H-1,2,4-Triazole-1-propanenitrile, .alpha.-{2-(4-chlorophenyl)ethyl}-.alpha.-phenyl-"
129011,114369436,"1H-1,2,4-Triazole-1-propanenitrile, .alpha.-{2-(4-chlorophenyl)ethyl}-.alpha.-phenyl-"
129011,114369436,"Fenbuconazole"
129011,114369436,"RH-7592-2F"
129011,114369436,"RH-7592 Technical Fungicide"
129011,114369436,"RH-7592 2F Experimental Fungicide"
129011,114369436,"Fenbuconazole"
129011,119611006,"Fenethanil"
129011,119611006,"2-Cyano-2-phenyl-2-(beta-p-chlorophenethyl)ethyl-1H-1,2,4-triazole"
129011,119611006,"RH-7592"
129011,119611006,"a-{2-(4-Chlorophenyl)ethyl}-a-phenyl-3-(1H-1,2,4-triazole)-1-propanenitrile"
129011,119611006,"1H-1,2,4-Triazole-1-propanenitrile, .alpha.-{2-(4-chlorophenyl)ethyl}-.alpha.-phenyl-"
129011,119611006,"1H-1,2,4-Triazole-1-propanenitrile, .alpha.-{2-(4-chlorophenyl)ethyl}-.alpha.-phenyl-"
129011,119611006,"Fenbuconazole"
129011,119611006,"RH-7592-2F"
129011,119611006,"RH-7592 Technical Fungicide"
129011,119611006,"RH-7592 2F Experimental Fungicide"
129011,119611006,"Fenbuconazole"
129012,61789182,"Alkyl* trimethyl ammonium chloride *(as in fatty acids of coconut oil)"
129012,61789182,"(Coconut oil alkyl)trimethylammonium chloride"
129012,61789182,"Quaternary ammonium compounds, coco alkyltrimethyl, chlorides"
129012,61789182,"(Coco alkyl)trimethylammonium chloride"
129012,61789182,"Arquad C"
129012,61789182,"Sinesto-B"
129013,39515407,"alpha-Cyano-3-phenoxybenzyl 2,2-dimethyl-3-(2-methylpropenyl)cyclopropanecarboxylate"
129013,39515407,"Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(2-methyl-1-propenyl)-, cyano(3-phenoxyphenyl)methyl ester"
129013,39515407,"Cyphenothrin"
129013,39515407,"S 2703 forte"
129013,39515407,"Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(2-methyl-1-propenyl)-, cyano(3-phenoxyphenyl)methyl ester"
129013,39515407,"((RS-alpha-Cyano-3-phenoxybenzyl (1R)-cis,trans-crysanthemate"
129013,39515407,"Cyphenothrin"
129013,39515407,"Gokilaht"
129014,12125029,"Ammonium chloride"
129015,7440666,"Zinc"
129015,7440666,"Zinc dust No. 44"
129015,7440666,"Zinc metal"
129016,98967409,"Flumetsulam"
129016,98967409,"XRM-5019 Herbicide"
129016,98967409,"(1,2,4)Triazolo(1,5-a)pyrimidine-2-sulfonamide, N-(2,6-difluorophenyl)-5-methyl-"
129016,98967409,"XRD-498"
129016,98967409,"DE 498"
129016,98967409,"DE-498"
129016,98967409,"N-(2,6-Difluorophenyl)-5-methyl(1,2,4)triazolo(1,5-a)pyrimidine-2-sulfonamide"
129017,643798,"ortho-Phthalaldehyde"
129017,643798,"1,2-Benzenedicarboxaldehyde"
129017,643798,"1,2-Benzenedicarboxaldehyde"
129017,643798,"Cidex OPA Antimicrobial"
129018,7447418,"Lithium chloride"
129019,33189729,"trans-11-Tetradecen-1-yl acetate"
129019,33189729,"(E)-11-Tetradecen-1-ol acetate"
129019,33189729,"trans-11-Tetradecenyl acetate"
129019,33189729,"11-Tetradecen-1-ol, acetate, (E)-"
129019,33189729,"(E)-11-Tetradecenyl acetate"
129020,35153185,"11-Tetradecen-1-ol, (E)-"
129020,35153185,"E,11-Tetradecenol"
129021,34010156,"11-Tetradecen-1-ol, (Z)-"
129021,34010156,"(Z)-11-Tetradecen-1-ol"
129022,98886443,"S-sec-Butyl O-ethyl (2-oxo-3-thiazolidinyl)phosphonothioate"
129022,98886443,"Phosphonothioic acid, (2-oxo-3-thiazolidinyl)-, O-ethyl-S-(1-methylpropyl) ester"
129022,98886443,"IKI 1145"
129022,98886443,"Fosthiazate"
129023,62476599,"3-Quinolinecarboxylic acid, 2-(4,5-dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl)-, monosodium salt"
129023,62476599,"Scepter O.T. Herbicide, component of(with 114402)"
129023,62476599,"Imazaquin, sodium salt"
129023,81335468,"3-Quinolinecarboxylic acid, 2-(4,5-dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl)-, monosodium salt"
129023,81335468,"Scepter O.T. Herbicide, component of(with 114402)"
129023,81335468,"Imazaquin, sodium salt"
129024,122931480,"Use code no. 129009"
129025,111578326,"1-Methoxy-1-methyl-3-(4-(3,4-dihydro-2-methoxy-2,4,4-trimethyl-7-benzopyranyloxy)phenyl)urea"
129025,111578326,"PAL 6000"
129025,111578326,"UMP-488"
129025,111578326,"Urea, N'-(4-((3,4-dihydro-2-methoxy-2,4,4-trimethyl-2H-1-benzopyran-7-yl)oxy)phenyl)-N-methoxy-N-methyl-"
129025,111578326,"Urea, N'-(4-((3,4-dihydro-2-methoxy-2,4,4-trimethyl-2H-1-benzopyran-7-yl)oxy)phenyl)-N-methoxy-N-methyl-"
129026,112410238,"Benzoic acid, 3,5-dimethyl-, 1-(1,1-dimethylethyl)-2-(4-ethylbenzoyl)hydrazide"
129026,112410238,"RH-5992 Technical"
129026,112410238,"Benzoic acid, 3,5-dimethyl-, 1-(1,1-dimethylethyl)-2-(4-ethylbenzoyl)hydrazide"
129026,112410238,"Tebufenozide"
129026,112410238,"RH-5992 2F"
129027,113036887,"Benzamide, N-(((4-(((((4-chlorophenyl)cyclopropylmethylene)amino)oxy)methyl)phenyl)amino)carbonyl)-2,6-difluoro-"
129027,113036887,"Andalin 2L"
129027,113036887,"Flucycloxuron"
129027,113036887,"N-(((4-(((((4-Chlorophenyl)cyclopropylmethylene)amino)oxy)methyl)phenyl)amino)carbonyl)-2,6-difluorobenzamide"
129027,113036887,"Benzamide, N-(((4-(((((4-chlorophenyl)cyclopropylmethylene)amino)oxy)methyl)phenyl)amino)carbonyl)-2,6-difluoro-"
129028,33956499,"(E,E)-8,10-Dodecadien-1-ol"
129028,33956499,"Isomate-C Pheromone, ingredient of(with 001509 and 001510)"
129028,33956499,"CheckMate Technical Pheromone"
129028,33956499,"8,10-Dodecadien-1-ol(8E, 10E)-"
129029,68648339,"Oils, bergamot"
129029,68648339,"Bergamot oil"
129029,8007758,"Oils, bergamot"
129029,8007758,"Bergamot oil"
129030,8023889,"Oils, boronia"
129030,8023889,"Oil of costus root, violet moss, or flowers of Boronia metastigma"
129030,8023889,"(E)-4-(2,6,6-Trimethyl-2-cyclohexen-1-yl)-3-buten-2-one"
129030,8023889,"Oils, costus"
129030,8023889,"alpha-Ionone"
129030,8023889,"3-Buten-2-one, 4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-, (E)-"
129030,8023889,"3-Buten-2-one, 4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-, (E)-"
129030,8023889,"alpha-Cyclocitrylideneacetone"
129030,8023889,"trans-alpha-Ionone"
129030,127413,"Oils, boronia"
129030,127413,"Oil of costus root, violet moss, or flowers of Boronia metastigma"
129030,127413,"(E)-4-(2,6,6-Trimethyl-2-cyclohexen-1-yl)-3-buten-2-one"
129030,127413,"Oils, costus"
129030,127413,"alpha-Ionone"
129030,127413,"3-Buten-2-one, 4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-, (E)-"
129030,127413,"3-Buten-2-one, 4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-, (E)-"
129030,127413,"alpha-Cyclocitrylideneacetone"
129030,127413,"trans-alpha-Ionone"
129030,8053336,"Oils, boronia"
129030,8053336,"Oil of costus root, violet moss, or flowers of Boronia metastigma"
129030,8053336,"(E)-4-(2,6,6-Trimethyl-2-cyclohexen-1-yl)-3-buten-2-one"
129030,8053336,"Oils, costus"
129030,8053336,"alpha-Ionone"
129030,8053336,"3-Buten-2-one, 4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-, (E)-"
129030,8053336,"3-Buten-2-one, 4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-, (E)-"
129030,8053336,"alpha-Cyclocitrylideneacetone"
129030,8053336,"trans-alpha-Ionone"
129031,94125345,"Benzenesulfonamide, N-(((4-methoxy-6-methyl-1,3,5-triazin-2-yl)amino)carbonyl)-2-(3,3,3-trifluoropropyl)-"
129031,94125345,"1-(4-Methoxy-6-methyl-triazin-2-yl)-3-(2-(3,3,3-trifluoropropyl)phenylsuulfonyl)urea"
129031,94125345,"Prosulfuron"
129031,94125345,"Benzenesulfonamide, N-(((4-methoxy-6-methyl-1,3,5-triazin-2-yl)amino)carbonyl)-2-(3,3,3-trifluoropropyl)-"
129031,94125345,"CGA-152005 herbicide"
129032,95737681,"Nylar"
129032,95737681,"Pyriproxyfen"
129032,95737681,"Pyridine, 2-(1-methyl-2-(4-phenoxyphenoxy)ethoxy)-"
129032,95737681,"Pyridine, 2-(1-methyl-2-(4-phenoxyphenoxy)ethoxy)-"
129032,95737681,"2-(1-Methyl-2-(4-phenoxyphenoxy)ethoxy)pyridine"
129032,95737681,"Sumilarv, Technical"
129032,95737681,"Pyriproxyfen"
129033,98862,"Acetophenone"
129033,98862,"Hypnone"
129033,98862,"Acetylbenzene"
129034,141490508,"S-53482"
129034,141490508,"V-53482"
129034,141490508,"1H-Isoindole-1,3(2H)-dione, 2-(7-fluoro-3,4-dihydro-3-oxo-4-(2-propynyl)-2H-1,4-benzoxazin-6-yl)-4,5,6,7-tetrahydro-"
129034,141490508,"Flumioxazin"
129034,141490508,"7-Fluoro-6-(3,4,5,6-tetrahydrophthalimido)-4-(2-propynyl)-1,4-benzoxazin-3(2H)-one"
129034,103361097,"S-53482"
129034,103361097,"V-53482"
129034,103361097,"1H-Isoindole-1,3(2H)-dione, 2-(7-fluoro-3,4-dihydro-3-oxo-4-(2-propynyl)-2H-1,4-benzoxazin-6-yl)-4,5,6,7-tetrahydro-"
129034,103361097,"Flumioxazin"
129034,103361097,"7-Fluoro-6-(3,4,5,6-tetrahydrophthalimido)-4-(2-propynyl)-1,4-benzoxazin-3(2H)-one"
129035,8021281,"Oils, fir"
129035,8021281,"Fir Needle Oil"
129036,72269488,"Use code no. 121902"
129037,65954190,"Use code no. 121901"
129038,53120277,"Use code no. 117201"
129039,53120266,"Use code no. 117202"
129040,18480530,"CL 309,442"
129040,18480530,"AC 309,442"
129040,18480530,"5-Isothiazolecarboxylic acid, 3,4-dichloro-"
129040,18480530,"3,4-Dichloro-5-isothiazolecarboxylic acid"
129041,81334603,"AC 263222"
129041,81334603,"Imazapic"
129041,81334603,"Nicotinic acid, 2-(4-isopropyl-4-methyl-5-oxo-2-imidazolin-2-yl)-5-methyl-"
129041,81334603,"Imazapic"
129041,81334603,"3-Pyridinecarboxylic acid, 2-(4,5-dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl)-5-methyl-, (.+-.)-"
129041,81334603,"3-Pyridinecarboxylic acid, 2-(4,5-dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl)-5-methyl-"
129041,104098488,"AC 263222"
129041,104098488,"Imazapic"
129041,104098488,"Nicotinic acid, 2-(4-isopropyl-4-methyl-5-oxo-2-imidazolin-2-yl)-5-methyl-"
129041,104098488,"Imazapic"
129041,104098488,"3-Pyridinecarboxylic acid, 2-(4,5-dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl)-5-methyl-, (.+-.)-"
129041,104098488,"3-Pyridinecarboxylic acid, 2-(4,5-dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl)-5-methyl-"
129043,10007859,"Marksman Herbicide, component of(with 080803)"
129043,10007859,"3,6-Dichloro-o-anisic acid, potassium salt"
129043,10007859,"Dicamba K for manufacturing purposes only---cold stabilized"
129043,10007859,"Benzoic acid, 3,6-dichloro-2-methoxy-, potassium salt"
129043,10007859,"Dicamba, potassium salt"
129043,10007859,"Potassium 3,6-dichloro-o-anisate"
129043,10007859,"Benzoic acid, 3,6-dichloro-2-methoxy-, potassium salt"
129044,32809168,"N-(3,5-Dichlorophenyl)-1,2-dimethylcyclopropane-1,2-dicarboxamide"
129044,32809168,"Sumisclex"
129044,32809168,"1,2-Cyclopropanedicarboximide, N-(3,5-dichlorophenyl)-1,2-dimethyl-"
129044,32809168,"S-7131"
129044,32809168,"Sumilex"
129044,32809168,"Procymidone"
129044,32809168,"N-(3,5-Dichlorophenyl)-1,2-dimethylcyclopropane-1,2-dicarboxamide"
129044,32809168,"Procymidone"
129044,32809168,"1,2-Cyclopropanedicarboximide, N-(3,5-dichlorophenyl)-1,2-dimethyl-"
129044,32809168,"Procymidone"
129044,32809168,"3-(3,5-Dichlorophenyl)-1,5-dimethyl-3-azabicyclo(3.1.0)hexane-2,4-dione"
129045,90823384,"Benzenemethanaminium, N-(2-((2,6-dimethylphenyl)amino)-2-oxoethyl)-N,N-diethyl-, saccharide"
129045,90823384,"Benzyldiethyl((2,6-xylylcarbamoyl)methyl)ammonium saccharide"
129045,90823384,"Denatonium saccharide"
129045,90823384,"Ro-pel"
129046,16484778,"MCPP-P"
129046,16484778,"Mecoprop-P"
129046,16484778,"(R)-(+)-2-(4-Chloro-2-methylphenoxy)propanoic acid"
129046,16484778,"Propanoic acid, 2-(4-chloro-2-methylphenoxy)-, (R)-"
129047,95266403,"Use code no. 112602"
129048,83121180,"Teflubenzuron"
129048,83121180,"Benzamide, N-(((3,5-dichloro-2,4-difluorophenyl)amino)carbonyl)-2,6-difluoro-"
129048,83121180,"HOE 522"
129048,83121180,"1-(3,5-Dichloro-2,4-difluorophenyl)-3-(2,6-difluorobenzoyl)urea"
129048,83121180,"Nomolt"
129048,83121180,"1-(3,5-Dichloro-2,4-difluorophenyl)-3-(2,6-difluorobenzoyl)urea"
129048,83121180,"Tefluron"
129048,83121180,"Benzamide, N-(((3,5-dichloro-2,4-difluorophenyl)amino)carbonyl)-2,6-difluoro-"
129048,83121180,"CME 13406"
129049,1192525,"3H-1,2-Dithiol-3-one, 4,5-dichloro-"
129049,1192525,"RYH-86-NA"
129049,1192525,"4,5-Dichloro-1,2-dithiacyclolpentenone"
129049,1192525,"4,5-Dichloro-1,2-dithiol-3-one"
129049,1192525,"3H-1,2-Dithiol-3-one, 4,5-dichloro-"
129049,1192525,"3H-1,2-Dithiol-3-one, 4,5-dichloro-"
129049,1192525,"3H-1,2-Dithiol-3-one, 4,5-dichloro-"
129051,87674688,"(RS)-2-chloro-N-(2,4-dimethyl-3-thienyl)-N-(2-methoxy-1-methylethyl)acetamide"
129051,87674688,"Acetamide, 2-chloro-N-(2,4-dimethyl-3-thienyl)-N-(2-methoxy-1-methylethyl)-"
129051,87674688,"Dimethenamid"
129051,87674688,"Frontier"
129051,87674688,"SAN 582H"
129051,87674688,"2-Chloro-N-((1-methyl-2-methoxy)-ethyl)-N-(2,4-dimethyl-thien-3-yl)acetamide"
129052,18794848,"1,6,10-Dodecatriene, 7,11-dimethyl-3-methylene-, (E)-"
129052,18794848,"1,6,10-Dodecatriene, 7,11-dimethyl-3-methylene-, (E)-"
129052,18794848,"trans-7,11-Dimethyl-3-methylene-1,6,10-dodecatriene"
129052,18794848,"1,6,10-Dodecatriene, 7,11-dimethyl-3-methylene-, (E)-"
129052,18794848,".beta.-Farnesene"
129052,18794848,"(E)""beta""-Farnesene"
129053,7778667,"Potassium hypochlorite"
129054,7790923,"Hypochlorous Acid"
129055,7790934,"Chloric acid"
129056,27519024,"Bio-Path : Roach control chamber"
129056,27519024,"Metarhizium anisopliae Strain ESF1"
129056,27519024,"Bio-Path : Insects technical"
129056,67892131,"Bio-Path : Roach control chamber"
129056,67892131,"Metarhizium anisopliae Strain ESF1"
129056,67892131,"Bio-Path : Insects technical"
129057,130328197,"Silver copper zeolite"
129057,130328197,"Zeolites, AgCu"
129057,130328197,"Aluminum sodium silicate - silver copper complex"
129058,55566308,"Tetrakis(hydroxymethyl)phosphonium sulphate (THPS)"
129059,105827789,"1H-Imidazol-2-amine, 1-((6-chloro-3-pyridinyl)methyl)-4,5-dihydro-N-nitro-"
129059,105827789,"NTN 33893 (see 129099 for correct chemical name)"
129059,105827789,"1-((6-Chloro-3-pyridinyl)methyl)-4,5-dihydro-N-nitro-1H-imidazol-2-amine"
129060,54844654,"cis-6-Heneicosene-11-one"
129060,54844654,"6-Heneicosen-11-one,(6Z)-"
129060,54844654,"(Z)-6-Heneicosen-11-one"
129060,54844654,"6-Heneicosen-11-one,(Z)-"
129060,54844654,"Nomate DFTM"
129061,50782,"Benzoic acid, 2-(acetyloxy)-"
129061,50782,"Acetylsalicylic acid"
129065,51971676,"Cyclohexanecarboxamide, 1-(4-chloro-1,3-dihydro-1,3-dioxo-2H-isoindol-2-yl)-"
129065,51971676,"Cyclohexanecarboxamide, 1-(4-chloro-1,3-dihydro-1,3-dioxo-2H-isoindol-2-yl)-"
129065,51971676,"Surestem(= AC 94377)"
129065,51971676,"1-(3-Chlorophthalimido)cyclohexanecarboxamide"
129065,51971676,"AC 94377"
129067,29804226,"Use code no. 114301"
129070,60037583,"(Z)-13-Octadecen-1-ol acetate"
129070,60037583,"(Z)-13-Octadecenyl acetate"
129070,34010214,"(Z)-13-Octadecen-1-ol acetate"
129070,34010214,"(Z)-13-Octadecenyl acetate"
129070,58594459,"(Z)-13-Octadecen-1-ol acetate"
129070,58594459,"(Z)-13-Octadecenyl acetate"
129071,34010214,"(Z)-11-Hexadecen-1-ol acetate"
129071,34010214,"(Z)-11-Hexadecenyl acetate"
129071,34010214,"cis-11-Hexadecenyl acetate"
129071,58594459,"(Z)-11-Hexadecen-1-ol acetate"
129071,58594459,"(Z)-11-Hexadecenyl acetate"
129071,58594459,"cis-11-Hexadecenyl acetate"
129071,60037583,"(Z)-11-Hexadecen-1-ol acetate"
129071,60037583,"(Z)-11-Hexadecenyl acetate"
129071,60037583,"cis-11-Hexadecenyl acetate"
129072,34010214,"(Z)-13-Octadecenal"
129072,34010214,"cis-13-Octadecenal"
129072,58594459,"(Z)-13-Octadecenal"
129072,58594459,"cis-13-Octadecenal"
129072,60037583,"(Z)-13-Octadecenal"
129072,60037583,"cis-13-Octadecenal"
129074,85264331,"BL-1104"
129074,85264331,"3,5-Dimethyl-1-(hydroxymethyl)pyrazole"
129074,85264331,"DMHMP"
129074,85264331,"1H-Pyrazole-1-methanol, 3,5-dimethyl-"
