"pccode","casnum","pcname"
53301,55389,"Entex                                                                                                                                                                                                                                                        "
53301,55389,"Tiguvon                                                                                                                                                                                                                                                      "
53301,55389,"Baytex                                                                                                                                                                                                                                                       "
53301,55389,"Mercaptophos                                                                                                                                                                                                                                                 "
53301,55389,"Thiophosphate de O,O-dimethyle et de O-(3-methyl-4-methylthiophenyle)   (French)                                                                                                                                                                             "
53301,55389,"O,O-Dimethyl O-(4-(methylthio)-m-tolyl) phosphorothioate                                                                                                                                                                                                     "
53301,55389,"Queletox                                                                                                                                                                                                                                                     "
53301,55389,"Talodex                                                                                                                                                                                                                                                      "
53301,55389,"m-Cresol, 4-(methylthio)-, O-ester with O,O-dimethyl phosphorothioate                                                                                                                                                                                        "
53301,55389,"O,O-Dimethyl O-(3-methyl-4-(methylthio)phenyl) phosphorothioate                                                                                                                                                                                              "
53301,55389,"NCI-C08651                                                                                                                                                                                                                                                   "
53301,55389,"Lebaycid                                                                                                                                                                                                                                                     "
53301,55389,"Dimethyl methylthiotolyl phosphorothioate                                                                                                                                                                                                                    "
53301,55389,"O,O-Dimethyl-O-(3-methyl-4-methylthiophenyl)-monothiophosphat (German)                                                                                                                                                                                       "
53301,55389,"ENT-25540                                                                                                                                                                                                                                                    "
53301,55389,"Bayer 9007                                                                                                                                                                                                                                                   "
53301,55389,"Phosphorothioic acid, O,O-dimethyl O-(3-methyl-4-(methylthio)phenyl) ester                                                                                                                                                                                   "
53302,119120,"O,O-Diethyl O-(2,3-dihydro-3-oxo-2-phenyl-6-pyridazinyl) phosphorothioate                                                                                                                                                                                    "
53302,119120,"Pyridiphenthion                                                                                                                                                                                                                                              "
53302,119120,"Ofunack                                                                                                                                                                                                                                                      "
53302,119120,"Phosphorothioic acid, O,O-diethyl O-(2,3-dihydro-3-oxo-2-phenyl-6-pyridazinyl) ester                                                                                                                                                                         "
53501,298000,"Parathion-methyl                                                                                                                                                                                                                                             "
53501,298000,"Metron                                                                                                                                                                                                                                                       "
53501,298000,"Metron                                                                                                                                                                                                                                                       "
53501,298000,"Methyl parathion                                                                                                                                                                                                                                             "
53501,298000,"O,O-Dimethyl O-p-nitrophenyl phosphorothioate                                                                                                                                                                                                                "
53501,298000,"Parathion-methyl                                                                                                                                                                                                                                             "
53501,298000,"Metacide                                                                                                                                                                                                                                                     "
53501,298000,"O,O-Dimethyl O-p-nitrophenyl thiophosphate                                                                                                                                                                                                                   "
53501,298000,"Phosphorothioic acid, O,O-dimethyl O-4-nitrophenyl ester                                                                                                                                                                                                     "
53501,298000,"Methyl parathion                                                                                                                                                                                                                                             "
53501,298000,"Metafos                                                                                                                                                                                                                                                      "
53501,298000,"Methyl parathion                                                                                                                                                                                                                                             "
53501,298000,"Folidol M                                                                                                                                                                                                                                                    "
53501,298000,"Penncap M                                                                                                                                                                                                                                                    "
53501,298000,"O,O-Dimethyl O-p-nitrophenyl phosphorothioate                                                                                                                                                                                                                "
53502,950356,"Dimethyl p-nitrophenyl phosphate                                                                                                                                                                                                                             "
53502,950356,"Methyl paraoxon                                                                                                                                                                                                                                              "
53502,950356,"Phosphoric acid, dimethyl 4-nitrophenyl ester                                                                                                                                                                                                                "
53502,950356,"Methyl parathion oxon                                                                                                                                                                                                                                        "
53502,950356,"Phosphoric acid, dimethyl 4-nitrophenyl ester                                                                                                                                                                                                                "
53502,950356,"Bay 11678                                                                                                                                                                                                                                                    "
53701,107313,"Methyl formate                                                                                                                                                                                                                                               "
53801,67561,"Methanol                                                                                                                                                                                                                                                     "
53801,67561,"Methyl alcohol                                                                                                                                                                                                                                               "
54001,68919175,"Petroleum, oxidized, methyl ester                                                                                                                                                                                                                            "
54001,68919175,"Alkylated aromatic petroleum oil                                                                                                                                                                                                                             "
54001,68919175,"Methylated aromatic petroleum derivatives                                                                                                                                                                                                                    "
54001,67674151,"Petroleum, oxidized, methyl ester                                                                                                                                                                                                                            "
54001,67674151,"Alkylated aromatic petroleum oil                                                                                                                                                                                                                             "
54001,67674151,"Methylated aromatic petroleum derivatives                                                                                                                                                                                                                    "
54001,68516201,"Petroleum, oxidized, methyl ester                                                                                                                                                                                                                            "
54001,68516201,"Alkylated aromatic petroleum oil                                                                                                                                                                                                                             "
54001,68516201,"Methylated aromatic petroleum derivatives                                                                                                                                                                                                                    "
54002,1321944,"Methylated naphthalenes                                                                                                                                                                                                                                      "
54002,1321944,"Methyl naphthalenes                                                                                                                                                                                                                                          "
54002,1321944,"Polymethyl naphthalenes                                                                                                                                                                                                                                      "
54002,28804888,"Methylated naphthalenes                                                                                                                                                                                                                                      "
54002,28804888,"Methyl naphthalenes                                                                                                                                                                                                                                          "
54002,28804888,"Polymethyl naphthalenes                                                                                                                                                                                                                                      "
54101,2439012,"Morestan                                                                                                                                                                                                                                                     "
54101,2439012,"Forstan                                                                                                                                                                                                                                                      "
54101,2439012,"Oxythioquinox                                                                                                                                                                                                                                                "
54101,2439012,"Bay 36205                                                                                                                                                                                                                                                    "
54101,2439012,"Chinomethionate                                                                                                                                                                                                                                              "
54101,2439012,"Oxythioquinox                                                                                                                                                                                                                                                "
54101,2439012,"Quinomethionate                                                                                                                                                                                                                                              "
54101,2439012,"6-Methyl-1,3-dithiolo (4,5-b) quinoxaline-2-one                                                                                                                                                                                                              "
54101,2439012,"Chinomethionate                                                                                                                                                                                                                                              "
54101,2439012,"6-Methyl-2,3-quinoxalinedithiol cyclic S,S-dithiocarbonate                                                                                                                                                                                                   "
54101,2439012,"Chinomethionate                                                                                                                                                                                                                                              "
54701,110918,"Morpholine                                                                                                                                                                                                                                                   "
54701,110918,"Tetrahydro-2H-1,4-oxazine                                                                                                                                                                                                                                    "
54702,5625901,"Bis(morpholino)methane                                                                                                                                                                                                                                       "
54702,5625901,"4,4'-Methylenebis[morpholine]                                                                                                                                                                                                                                "
54702,5625901,"Dimorpholinomethane                                                                                                                                                                                                                                          "
54702,5625901,"N,N'-Methylenebismorpholine                                                                                                                                                                                                                                  "
54702,5625901,"Morpholine, 4,4'-methylenedi-                                                                                                                                                                                                                                "
54702,5625901,"Morpholine, 4,4'-methylenebis-                                                                                                                                                                                                                               "
54802,82010808,"Benzoic acid, 2-(((8-((hydroxymethyl)amino)-2-napthalenyl)sulfonyl)oxy)-, 1-methylethyl ester, hydrochloride                                                                                                                                                 "
54802,82010808,"Combat Cleaner                                                                                                                                                                                                                                               "
54802,82010808,"Isopropyl 8-((((hydroxymethyl)amino)-2-napthalenyl)sulfonyl)salicylate, hydrogen chloride                                                                                                                                                                    "
54802,82010808,"Benzoic acid, 2-(((8-((hydroxymethyl)amino)-2-napthalenyl)sulfonyl)oxy)-, 1-methylethyl ester, hydrochloride                                                                                                                                                 "
54901,3380345,"Lexol 300                                                                                                                                                                                                                                                    "
54901,3380345,"5-Chloro-2-(2,4-dichlorophenoxy)phenol                                                                                                                                                                                                                       "
54901,3380345,"2,4,4'-Trichloro-2'-hydroxydiphenyl ether                                                                                                                                                                                                                    "
54901,3380345,"Phenol, 5-chloro-2-(2,4-dichlorophenoxy)-                                                                                                                                                                                                                    "
54901,3380345,"CH-3565                                                                                                                                                                                                                                                      "
54901,3380345,"Irgasan DP-300                                                                                                                                                                                                                                               "
54901,3380345,"Triclosan                                                                                                                                                                                                                                                    "
55001,97234,"Dihydroxydichlorodiphenylmethane                                                                                                                                                                                                                             "
55001,97234,"Antiphen                                                                                                                                                                                                                                                     "
55001,97234,"5,5'-Dichloro-2,2'-dihydroxydiphenylmethane                                                                                                                                                                                                                  "
55001,97234,"Teniatol                                                                                                                                                                                                                                                     "
55001,97234,"Bis(5-chloro-2-hydroxyphenyl)methane                                                                                                                                                                                                                         "
55001,97234,"Panacide                                                                                                                                                                                                                                                     "
55001,97234,"DDDM                                                                                                                                                                                                                                                         "
55001,97234,"Dicestal                                                                                                                                                                                                                                                     "
55001,97234,"Didroxane                                                                                                                                                                                                                                                    "
55001,97234,"Bis(2-hydroxy-5-chlorophenyl)methane                                                                                                                                                                                                                         "
55001,97234,"Dichlorofen                                                                                                                                                                                                                                                  "
55001,97234,"Parabis                                                                                                                                                                                                                                                      "
55001,97234,"Taeniatol                                                                                                                                                                                                                                                    "
55001,97234,"Dichlorophene                                                                                                                                                                                                                                                "
55001,97234,"2,2'-Methylenebis(4-chlorophenol)                                                                                                                                                                                                                            "
55001,97234,"Dichlorophen                                                                                                                                                                                                                                                 "
55001,97234,"Korium                                                                                                                                                                                                                                                       "
55001,97234,"Di(5-chloro-2-hydroxyphenyl)methane                                                                                                                                                                                                                          "
55001,97234,"Didroxan                                                                                                                                                                                                                                                     "
55001,97234,"Phenol, 2,2'-methylenebis?4-chloro-                                                                                                                                                                                                                          "
55001,97234,"G 4                                                                                                                                                                                                                                                          "
55001,97234,"Teniathane                                                                                                                                                                                                                                                   "
55001,97234,"2,2'-Dihydroxy-5,5'-dichlorodiphenylmethane                                                                                                                                                                                                                  "
55001,97234,"Dichlorophene                                                                                                                                                                                                                                                "
55001,97234,"Preventol                                                                                                                                                                                                                                                    "
55001,97234,"Diphenthane 70                                                                                                                                                                                                                                               "
55001,97234,"GH                                                                                                                                                                                                                                                           "
55002,2642822,"2,2-Bis(4-chlorophenyl)ethanol                                                                                                                                                                                                                               "
55002,2642822,"4-Chloro-beta-(4-chlorophenyl)benzeneethanol                                                                                                                                                                                                                 "
55003,22232253,"Dichlorophene, disodium salt                                                                                                                                                                                                                                 "
55003,22232253,"Disodium 2,2'-methylenebis(4-chlorophenate)                                                                                                                                                                                                                  "
55004,1940438,"Phenol, 2,2'-methylenebis(4,6-dichloro-                                                                                                                                                                                                                      "
55004,1940438,"2,2'-Methylenebis(4,6-dichlorophenol)                                                                                                                                                                                                                        "
55005,10254485,"Dichlorophene, sodium salt                                                                                                                                                                                                                                   "
55005,10254485,"Sodium 2,2'-methylenebis(4-chlorophenate)                                                                                                                                                                                                                    "
55005,10254485,"2,2'-Methylenebis(4-chlorophenol), sodium salt                                                                                                                                                                                                               "
55006,68957700,"Sodium 2,2'-methylenebis(4,6-dichlorophenate)                                                                                                                                                                                                                "
55006,68957700,"2,2'-Methylenebis(4,6-dichlorophenol), sodium salt                                                                                                                                                                                                           "
55101,97007,"2,4-Dinitrochlorobenzene                                                                                                                                                                                                                                     "
55101,97007,"DNCB                                                                                                                                                                                                                                                         "
55101,97007,"1-Chloro-2,4-dinitrobenzene                                                                                                                                                                                                                                  "
55101,97007,"4-Chloro-1,3-dinitrobenzene                                                                                                                                                                                                                                  "
55102,606213,"2-Chloro-1,3-dinitrobenzene                                                                                                                                                                                                                                  "
55102,606213,"2,6-Dinitrochlorobenzene                                                                                                                                                                                                                                     "
55201,117180,"Tecnazene                                                                                                                                                                                                                                                    "
55201,117180,"Fusarex                                                                                                                                                                                                                                                      "
55201,117180,"Tecnazene                                                                                                                                                                                                                                                    "
55201,117180,"2,3,5,6-Tetrachloronitrobenzene                                                                                                                                                                                                                              "
55201,117180,"TCNB                                                                                                                                                                                                                                                         "
55201,117180,"1,2,4,5-Tetrachloro-3-nitrobenzene                                                                                                                                                                                                                           "
55201,117180,"Tecnazene                                                                                                                                                                                                                                                    "
55201,117180,"Folosan                                                                                                                                                                                                                                                      "
55201,117180,"Fumite                                                                                                                                                                                                                                                       "
55459,878790591,"5,7-Dichloro-4-(4-fluorophenoxy)quinoline                                                                                                                                                                                                                    "
55459,878790591,"DE 795                                                                                                                                                                                                                                                       "
55459,878790591,"Quinolone, 5,7-dichloro-4-(4-fluorophenoxy)                                                                                                                                                                                                                  "
55459,878790591,"Quinoxyfen                                                                                                                                                                                                                                                   "
55459,124495187,"5,7-Dichloro-4-(4-fluorophenoxy)quinoline                                                                                                                                                                                                                    "
55459,124495187,"DE 795                                                                                                                                                                                                                                                       "
55459,124495187,"Quinolone, 5,7-dichloro-4-(4-fluorophenoxy)                                                                                                                                                                                                                  "
55459,124495187,"Quinoxyfen                                                                                                                                                                                                                                                   "
55501,91532,"6-Ethoxy-1,2-dihydro-2,2,4-trimethyl quinoline                                                                                                                                                                                                               "
55501,91532,"1,2-Dihydro-6-ethoxy-2,2,4-trimethylquinoline                                                                                                                                                                                                                "
55501,91532,"Ethoxyquin                                                                                                                                                                                                                                                   "
55501,91532,"Ethoxyquin                                                                                                                                                                                                                                                   "
55501,91532,"Stop-Scald                                                                                                                                                                                                                                                   "
55502,109842,"beta-Hydroxyethylhydrazine                                                                                                                                                                                                                                   "
55502,109842,"2-Hydrazinoethanol                                                                                                                                                                                                                                           "
55502,109842,"Ethanol, 2-hydrazino-                                                                                                                                                                                                                                        "
55502,109842,"Omaflora                                                                                                                                                                                                                                                     "
55502,109842,"BOH                                                                                                                                                                                                                                                          "
55503,134509,"Aminacrine hydrochloride                                                                                                                                                                                                                                     "
55503,134509,"9-Acridinamine, monohydrochloride                                                                                                                                                                                                                            "
55503,134509,"Monacrin                                                                                                                                                                                                                                                     "
55503,134509,"9-Aminoacridine hydrochloride                                                                                                                                                                                                                                "
55503,134509,"9-Aminoacridinium chloride                                                                                                                                                                                                                                   "
55503,134509,"9-Aminoacridine monohydrochloride                                                                                                                                                                                                                            "
55503,134509,"Acramine Yellow                                                                                                                                                                                                                                              "
