,COMID,StateCode,Pwsid,SystemName,SourceName,SWSourceTy,Region
170,1827668,21,KY0340250,KENTUCKY-AMERICAN WATER CO,E HICKMAN RESERVOIR #4,3.0,5
171,1827560,21,KY0340250,KENTUCKY-AMERICAN WATER CO,LAKE ELERSLIE,3.0,5
172,1825624,21,KY1200439,VERSAILLES WATER SYSTEM,KENTUCKY RIVER,6.0,5
173,1825620,21,KY0030239,LAWRENCEBURG WATER/SEWER DEPT,KENTUCKY RIVER,6.0,5
174,2091381,21,KY0870298,MT STERLING WATER WORKS,SLATE CREEK,1.0,5
175,1825592,21,KY0370143,FRANKFORT ELEC/WATER PLANT BD,KENTUCKY RIVER,1.0,5
176,2057704,21,KY0090343,PARIS WATER WORKS,STONER CREEK,1.0,5
177,10263954,21,KY1060394,SHELBYVILLE WATER/SEWER COMM,GUIST CREEK LAKE,2.0,5
178,1825124,21,KY1050157,GEORGETOWN MUN WATER SERVICE,ELKHORN CREEK NORTH FORK,1.0,5
179,10163998,21,KY0560258,LOUISVILLE WATER COMPANY,OHIO RIVER,6.0,5
180,2057912,21,KY0090287,MILLERSBURG MUN WATER WORKS,HINKSTON CREEK,1.0,5
181,10163982,21,KY0560258,LOUISVILLE WATER COMPANY,OHIO RIVER,6.0,5
182,2089237,21,KY0910065,CARLISLE WATER DEPARTMENT,LICKING RIVER,1.0,5
183,2057604,21,KY0490096,CYNTHIANA MUN WATER WORKS,LICKING RIVER SOUTH FORK,1.0,5
184,2088927,21,KY0910675,WESTERN FLEMING WATER DISTRICT,LICKING RIVER,1.0,5
185,2091735,21,KY0350134,FLEMINGSBURG UTILITY SYSTEM,FLEMINGSBURG LAKE,3.0,5
186,1824852,21,KY0940430,KENTUCKY AMERICAN NORTHERN DIVISION,SEVERN CREEK,1.0,5
187,10163920,18,IN5210002,BORDEN TRI-COUNTY REGION,PACKWOOD LAKE,3.0,5
188,2092209,21,KY0490096,CYNTHIANA MUN WATER WORKS,LICKING RIVER,1.0,5
189,1823768,21,KY0940430,KENTUCKY AMERICAN NORTHERN DIVISION,THOMAS LAKE,3.0,5
190,10356494,18,IN5288005,SALEM WATER WORKS,LAKE SALINDA,3.0,5
191,1922170,21,KY0810275,MAYSVILLE UTILITY COMMISSION,OHIO RIVER,1.0,5
192,2088483,21,KY0410472,WILLIAMSTOWN MUN WATER DEPT,WILLIAMSTOWN LaKe,3.0,5
193,18451155,18,IN5272001,SCOTTSBURG WATER DEPARTMENT,SCOTTSBURG LAKE,2.0,5
194,2088141,21,KY0960126,FALMOUTH WATER DEPARTMENT,LICKING RIVER,1.0,5
195,18445686,18,IN5288005,SALEM WATER WORKS,LAKE JOHN HAY,3.0,5
196,18445646,18,IN5247003,MITCHELL WATER DEPARTMENT,WHITE RIVER EAST FORK,1.0,5
197,18451035,18,IN5272002,STUCKER FORK WATER UTILITY,MUSCATATUCK RIVER,1.0,5
198,1823884,21,KY0410047,BULLOCK PEN WATER DISTRICT,BULLOCK PEN LAKE,2.0,5
199,18445592,18,IN5247001,BEDFORD CITY UTILITIES,WHITE RIVER EAST FORK,1.0,5
200,6892118,37,NC0195020,"BLOWING ROCK, TOWN OF",Blowing Rock Reservoir,3.0,5
201,6892060,37,NC0195010,"BOONE, TOWN OF",WINKLERS CREEK,1.0,5
202,6892050,37,NC0195010,"BOONE, TOWN OF",NEW RIVER SOUTH FORK,1.0,5
203,6892018,37,NC0195101,APPALACHIAN STATE UNIV WTP,NORRIS BRANCH Reservoir,3.0,5
204,6892008,37,NC0195101,APPALACHIAN STATE UNIV WTP,HOWARDS CREEK,1.0,5
205,6892186,37,NC0105015,"JEFFERSON, TOWN OF",NEW RIVER SOUTH FORK,1.0,5
206,6886804,51,VA1640243,"GALAX, CITY OF",CHESTNUT CREEK,1.0,5
207,6886584,51,VA1077240,"FRIES, TOWN OF",EAGLE BOTTOM CREEK,1.0,5
208,6887120,51,VA1035295,"HILLSVILLE, TOWN OF",LITTLE REED ISLAND CREEK,1.0,5
209,10189088,21,KY0480565,CAWOOD WATER DISTRICT,CUMBERLAND RIVER MARTINS FORK,1.0,5
210,6886214,51,VA1197345,IVANHOE/MAX MEADOWS,POWDER MILL BRANCH,1.0,5
211,6887342,51,VA1197021,AUSTINVILLE,NEW RIVER,1.0,5
212,10188530,21,KY0480178,HARLAN MUNICIPAL WATER WORKS,CUMBERLAND RIVER POOR FORK,1.0,5
213,6888032,51,VA1197810,"WYTHEVILLE, TOWN OF",REED CREEK,1.0,5
214,10187372,21,KY0480092,CUMBERLAND MUN WATER WORKS,CUMBERLAND RIVER POOR FORK,1.0,5
215,6887150,51,VA1155641,PULASKI COUNTY PSA,CLAYTOR LAKE,3.0,5
216,6884226,51,VA1155635,"PULASKI, TOWN OF",PEAK CREEK,1.0,5
217,935050008,51,VA1750100,"RADFORD, CITY OF",NEW RIVER,1.0,5
218,454926,21,KY0670466,US FILTER OPERATION/WHITESBURG,KENTUCKY RIVER NORTH FORK,1.0,5
219,1089209,51,VA1195650,"POUND, TOWN OF",POUND RIVER NORTH FORK RESERVOIR,3.0,5
220,454880,21,KY0670462,BLACKEY WATER SYSTEM,KENTUCKY RIVER NORTH FORK,1.0,5
221,487964,21,KY0660204,HYDEN LESLIE CO WATER DIST,KENTUCKY RIVER MIDDLE FORK,1.0,5
222,6909923,51,VA1185762,GREATER TAZEWELL WTP,COX BRANCH RESERVOIR,3.0,5
223,6884648,51,VA1121057,BLACKSBURG-CHRISTIANSBURG-VPI WA,NEW RIVER,1.0,5
224,6908413,51,VA1021046,BLAND CORRECTIONAL CENTER,KIMBERLING CREEK,1.0,5
225,1089203,21,KY0670213,JENKINS WATER SYSTEM,ELKHORN CREEK,1.0,5
226,1087999,21,KY0670213,JENKINS WATER SYSTEM,LAKE 203 (Elkhorn Lake),2.0,5
227,6884648,51,VA1121643,RADFORD ARMY AMMUNITION PLANT,NEW RIVER,1.0,5
228,6884646,51,VA1155645,RADFORD ARMY AMMUNITION PLANT,NEW RIVER,1.0,5
229,1089143,51,VA1051377,JOHN FLANAGAN WATER AUTHORITY,JOHN  FLANNAGAN RESERVOIR,3.0,5
230,6909579,51,VA1185061,"BLUEFIELD, TOWN OF",BLUESTONE RIVER,1.0,5
231,456580,21,KY0970184,HAZARD WATER DEPARTMENT,KENTUCKY RIVER NORTH FORK,1.0,5
232,6910405,54,WV3302835,WVAWC-BLUEFIELD DISTRICT,HORTON RESERVOIR,3.0,5
233,6909509,54,WV3302835,WVAWC-BLUEFIELD DISTRICT,ADA RESERVOIR,3.0,5
234,6909475,54,WV3302813,GREEN VALLEY-GLENWOOD PSD(BULLTAIL),J BAILEY RESERVOIR,3.0,5
235,6909481,54,WV3302804,BLUEWELL PSD,SHUPE RESERVOIR NO. 1,3.0,5
236,6909439,54,WV3302835,WVAWC-BLUEFIELD DISTRICT,KEE RESERVOIR,3.0,5
237,6909445,51,VA1185625,POCAHONTAS TOWN OF,ABBS VALLEY CREEK,1.0,5
238,6909327,54,WV3302849,GREEN VALLEY-GLENWOOD PSD(GLENWOOD),Dan Hale Reservoir,3.0,5
239,1086903,21,KY0980575,MOUNTAIN WATER DISTRICT,RUSSELL FORK,1.0,5
240,6907585,54,WV3303206,RED SULPHUR PSD,RICH CREEK INTAKE,1.0,5
241,6909139,54,WV3302801,ATHENS TOWN OF,LAUREL CREEK RESERVOIR,3.0,5
242,887203,21,KY0980350,PIKEVILLE WATER DEPARTMENT,BIG SANDY RIVER LEVISA FORK,1.0,5
243,454154,21,KY0130208,JACKSON MUNICIPAL WATER WORKS,KentuckY RIVER North FoRK,1.0,5
244,6935006,54,WV3305517,PINEVILLE TOWN OF,GUYANDOTTE RIVER,1.0,5
245,6934966,54,WV3305517,PINEVILLE TOWN OF,PINNACLE CREEK,1.0,5
246,6935014,54,WV3305514,MULLENS WATER WORKS-MULLENS,GUYANDOTTE RIVER,1.0,5
247,6934912,54,WV3305514,MULLENS WATER WORKS-MULLENS,SLAB FORK CREEK,1.0,5
248,6906553,54,WV3304513,WVAWC-BLUESTONE PLANT,BLUESTONE LAKE,3.0,5
249,435286,54,WV3303005,MATEWAN WATER WORKS,TUG RIVER,1.0,5
250,886231,21,KY0360026,SOUTHERN WATER & SEWER DIST,BIG SANDY RIVER LEVISA FORK,1.0,5
251,6935738,54,WV3303002,GILBERT WATER WORKS,GUYANDOTTE RIVER,1.0,5
252,6935738,54,WV3303002,GILBERT WATER WORKS,ALTERNATE INTAKE GUYANDOTTE RIVER,1.0,5
253,12107566,54,WV3304507,BIG BEND PSD,GREENBRIER RIVER,1.0,5
254,886683,21,KY0360358,PRESTONSBURG WATER COMPANY,BIG SANDY RIVER LEVISA FORK,1.0,5
255,435154,54,WV3303009,WILLIAMSON UTILITY BOARD,TUG RIVER,1.0,5
256,6934372,54,WV3305516,COMMUNITY OF OCEANA,LAUREL FORK,1.0,5
257,6920946,54,WV3304104,BECKLEY WATER COMPANY,GLADE CREEK RESERVOIR #1,3.0,5
258,6935692,54,WV3302357,LOGAN CO PSD-GREENVILLE SYSTEM,GUYANDOTTE RIVER,1.0,5
259,12107522,54,WV3301315,ALDERSON WATER,GREENBRIER RIVER,1.0,5
260,2093851,21,KY0770566,SALYERSVILLE MUNICIPAL WATER,LICKING RIVER,1.0,5
261,6935680,54,WV3302336,MAN WATER WORKS,GUYANDOTTE RIVER,1.0,5
262,12107472,54,WV3301310,RONCEVERTE WATER,GREENBRIER RIVER,1.0,5
263,434794,54,WV3303029,MINGO COUNTY PSD - NAUGATUCK,TUG FORK,1.0,5
264,12107418,54,WV3301307,COMMUNITY OF LEWISBURG,GREENBRIER RIVER,1.0,5
265,885757,21,KY0580340,PAINTSVILLE MUN WATER WORKS,BIG SANDY RIVER LEVISA FORK,1.0,5
266,434540,54,WV3303003,KERMIT WATER WORKS,TUG RIVER,1.0,5
267,19293432,54,WV3302331,LOGAN WATER BOARD,GUYANDOTTE RIVER,1.0,5
268,435716,21,KY0800273,MARTIN CO WATER DIST #1,CURTIS CRUM RESERVOIR,3.0,5
269,19293440,54,WV3302364,LOGAN COUNTY PSD - NORTHERN REGIONAL,GUYANDOTTE RIVER,1.0,5
270,434302,21,KY0800273,MARTIN CO WATER DIST #1,BIG SANDY RIVER TUG FORK,1.0,5
271,6929240,54,WV3300315,BOONE RALEIGH PSD,BIG COAL RIVER,1.0,5
272,19293590,54,WV3302317,CHAPMANVILLE WATER PLANT,GUYANDOTTE RIVER,1.0,5
273,2092749,21,KY0831010,CAVE RUN REGIONAL WT COMM,CAVE RUN LAKE,3.0,5
274,2092051,21,KY0880452,WEST LIBERTY WATER COMPANY,CAVE RUN LAKE,9.0,5
275,6918884,54,WV3301010,FAYETTEVILLE MUNICIPAL WATER,WOLFE CREEK RESERVOIR,3.0,5
276,12105110,54,WV3303804,DENMAR CORRECTIONAL CENTER,Greenbrier River,1.0,5
277,6918782,54,WV3301046,WVAWC-NEW RIVER REGIONAL WTR TRTMT PLT,HAWK Reservoir,10.0,5
278,889379,21,KY0640257,LOUISA WATER DEPARTMENT,BIG SANDY RIVER LEVISA FORK,1.0,5
279,433830,54,WV3305004,FORT GAY WATER WORKS,TUG RIVER,1.0,5
280,6925393,54,WV3301009,DEEPWATER PSD,KANAWHA RIVER,1.0,5
281,6925393,54,WV3301037,KANAWHA FALLS PSD,KANAWHA RIVER,1.0,5
282,2090881,21,KY1030292,MOREHEAD UTILITY PLANT BOARD,LICKING RIVER,1.0,5
283,4547316,54,WV3303405,WILDERNESS PSD,MEADOW RIVER,1.0,5
284,4547316,54,WV3303405,WILDERNESS PSD,ANGLINS CREEK,1.0,5
285,6925377,54,WV3301004,ARMSTRONG PSD,KANAWHA RIVER,1.0,5
286,6925335,54,WV3301029,WVAWC-MONTGOMERY DISTRICT,KANAWHA RIVER,1.0,5
287,2091861,21,KY1030480,MOREHEAD STATE UNIVERSITY,TRIPLETT CreeK,1.0,5
288,2091965,21,KY1030480,MOREHEAD STATE UNIVERSITY,EVANS BRANCH RESERVOIR,1.0,5
289,1937562,21,KY0220555,RATTLESNAKE RIDGE WATER DIST,GRAYSON LAKE,3.0,5
290,6925305,54,WV3302024,PRATT TOWN OF,KANAWHA RIVER,1.0,5
291,12104384,54,WV3303803,MARLINTON TOWN OF,KNAPP CREEK,1.0,5
292,3964858,54,WV3305007,WAYNE WATER TOWN OF,TWELVE POLE CREEK,1.0,5
293,6925301,54,WV3302009,COMMUNITY OF CEDAR GROVE,KANAWHA RIVER,1.0,5
294,4546972,54,WV3303403,NETTIE-LEIVASY PSD,JIMS BRANCH,1.0,5
295,4546774,54,WV3303401,RICHWOOD WATER DEPT,CHERRY RIVER NORTH FORK,1.0,5
296,4546646,54,WV3303403,NETTIE-LEIVASY PSD,PANTHER CREEK,1.0,5
297,19293184,54,WV3302203,"WEST HAMLIN, CITY OF",GUYANDOTTE RIVER,1.0,5
298,6928118,54,WV3302205,LINCOLN PSD,COAL RIVER,1.0,5
299,467066,21,KY0220335,OLIVE HILL MUN WATER WORKS,TYGARTS CREEK,1.0,5
300,467028,21,KY0220335,OLIVE HILL MUN WATER WORKS,OLIVE HILL RESERVOIR,3.0,5
301,908941,54,WV3305009,KENOVA MUNICIPAL WATER,BIG SANDY RIVER,1.0,5
302,4545948,54,WV3303402,CRAIGSVILLE PSD,GAULEY RIVER,1.0,5
303,19325151,54,WV3302016,WVAWC-KANAWHA VALLEY DIST,ELK RIVER,1.0,5
304,6929054,54,WV3302031,ST ALBANS WATER,COAL RIVER,1.0,5
305,4545684,54,WV3305103,COWEN PSD,GAULEY RIVER,1.0,5
306,12103894,54,WV3303802,CASS SCENIC RAILROAD,LEATHERBARK CREEK,1.0,5
307,3777467,54,WV3303808,SNOWSHOE WATER SEWER,SHAVERS LAKE,2.0,5
308,3370262,54,WV3300608,WVAWC - HUNTINGTON DIST,OHIO RIVER 1,1.0,5
309,3370258,54,WV3300608,WVAWC - HUNTINGTON DIST,OHIO RIVER 2,1.0,5
310,19292354,54,WV3300609,MILTON WATER,MUD RIVER,1.0,5
311,19315460,54,WV3304005,HURRICANE TOWN OF,HURRICANE  CITY PARK IMPOUNDMENT,3.0,5
312,466442,21,KY0100011,ASHLAND WATER WORKS,OHIO RIVER,1.0,5
313,19325017,54,WV3300801,CLAY WATER DEPT,ELK RIVER,1.0,5
314,19315530,54,WV3304011,SOUTH PUTNAM PSD,POPLAR FORK RESERVOIR,3.0,5
315,19323513,54,WV3305104,WVAWC WEBSTER SPRINGS,ELK RIVER,1.0,5
316,19325221,54,WV3300806,PROCIOUS PSD,Elk River,1.0,5
317,19325031,54,WV3302010,CLENDENIN TOWN OF,ELK RIVER,1.0,5
318,935090016,39,OH4400711,"IRONTON, CITY OF",OHIO RIVER,1.0,5
319,465608,21,KY0450376,RUSSELL WATER COMPANY,OHIO RIVER,1.0,5
320,1939158,21,KY0450169,GREENUP WATER SYSTEM,LITTLE SANDY River,1.0,5
321,19320761,54,WV3300404,SUGAR CREEK PSD,ELK RIVER,1.0,5
322,19322233,54,WV3300402,FLATWOODS CANOE RUN PSD,ELK RIVER,1.0,5
323,19320713,54,WV3300406,WVAWC GASSAWAY DISTRICT,ELK RIVER,1.0,5
324,19313070,54,WV3304407,WALTON PSD,SILCOTT FORK Reservoir,3.0,5
325,4352862,54,WV3304205,HUTTONSVILLE MEDIUM SECURITY PRISON,TYGART VALLEY RIVER,1.0,5
326,4352790,54,WV3304209,MILL CREEK WATER DEPT,MILL CREEK,1.0,5
327,465458,39,OH7300111,"PORTSMOUTH, CITY OF",OHIO RIVER,1.0,5
328,19419095,54,WV3304405,SPENCER WATER DEPT,CHARLES FORK RESERVOIR,3.0,5
329,19418989,54,WV3304405,SPENCER WATER DEPT,SPRING CREEK,1.0,5
330,19442441,54,WV3301811,RIPLEY CITY OF,MILL CREEK,1.0,5
331,4352996,54,WV3304202,BEVERLY TOWN OF,TYGART VALLEY RIVER,1.0,5
332,19416385,54,WV3300408,BURNSVILLE PUBLIC UTILITY,LITTLE KANAWHA RIVER,1.0,5
333,18450057,18,IN5240008,NORTH VERNON WATER DEPARTMENT,MUSCATATUCK RIVER,1.0,5
334,1916808,39,OH0801011,VILLAGE OF MT ORAB PWS,OLD RESERVOIR,3.0,5
335,2087093,21,KY0590220,NORTHERN KY WATER SERVICE DIST,LICKING RIVER,1.0,5
336,1916530,39,OH0801011,VILLAGE OF MT ORAB PWS,STERLING RUN,1.0,5
337,3936174,39,OH1302212,CLERMONT CO. PUBLIC WATER SYSTEM,WILLIAM A. HARSHA LAKE Reservoir,3.0,5
338,18450049,18,IN5240007,MUSCATATUCK STATE DEVELOPMENTAL CENTER,MUSCATATUCK RIVER VERNON FORK,1.0,5
339,1918174,39,OH3102612,CINCINNATI PUBLIC WATER SYSTEM,OHIO RIVER,1.0,5
340,1918174,21,KY0590220,NORTHERN KY WATER SERVICE DIST,OHIO RIVER,1.0,5
341,1918174,21,KY0590220,NORTHERN KY WATER SERVICE DIST,OHIO RIVER,1.0,5
342,18444182,18,IN5253002,CITY OF BLOOMINGTON UTILITIES,MONROE RESERVOIR,3.0,5
343,3406847,18,IN5269006,VERSAILLES WATER WORKS,VERSAILLES LAKE,3.0,5
344,18444170,18,IN5253006,"SALT CREEK SERVICES, INC.",MONROE RESERVOIR,3.0,5
345,10432444,17,IL0490250,EFFINGHAM,LAKE SARA,3.0,5
346,3406839,18,IN5269004,OSGOOD WATER DEPARTMENT,LAUGHERY CREEK,1.0,5
347,18454511,18,IN5216005,WESTPORT WATER COMPANY,SAND CREEK,1.0,5
348,5232722,39,OH3600614,"HILLSBORO, CITY OF",CLEAR CREEK,1.0,5
349,5232718,39,OH3600614,"HILLSBORO, CITY OF",RESERVOIR,3.0,5
350,3406851,18,IN5269001,BATESVILLE WATER UTILITY,BISCHOFF RESERVOIR,3.0,5
351,3406873,18,IN5269001,BATESVILLE WATER UTILITY,OSER RESERVOIR,3.0,5
352,3932840,39,OH1400111,VILLAGE OF BLANCHESTER,STONELICK CREEK,1.0,5
353,3932840,39,OH1400111,VILLAGE OF BLANCHESTER,RESERVOIR #5,3.0,5
354,3933324,39,OH1400111,VILLAGE OF BLANCHESTER,WESTBORO RESERVOIR,3.0,5
355,3933324,39,OH1400111,VILLAGE OF BLANCHESTER,WHITACHER RUN,1.0,5
356,10432462,17,IL0350150,NEOGA,LAKE MATTOON,3.0,5
357,10432460,17,IL0290250,MATTOON,LAKE MATTOON,3.0,5
358,3932544,39,OH1401211,"WILMINGTON, CITY OF",COWAN CREEK,1.0,5
359,3932496,39,OH1401211,"WILMINGTON, CITY OF",RESERVOIRS,3.0,5
360,10432478,17,IL0290250,MATTOON,LAKE PARADISE Reservoir,3.0,5
361,3925043,18,IN5216003,"SANTEE UTILITIES, INC.",RIGHTHAND FORK INTO LAKE SANTEE,3.0,5
362,18458209,18,IN5216002,GREENSBURG MUNICIPAL WATER WORKS,FLATROCK RIVER,1.0,5
363,10338874,17,IL0290100,CHARLESTON,EMBARRAS RIVER RESERVOIR,1.0,5
364,10338874,17,IL0290100,CHARLESTON,LAKE CHARLESTON,3.0,5
365,3932158,39,OH1401211,"WILMINGTON, CITY OF",CAESAR CREEK LAKE,3.0,5
366,10282888,17,IL0450300,PARIS,PARIS TWIN LAKES,2.0,5
367,18476791,18,IN5249008,SPEEDWAY WATER WORKS,BIG EAGLE CREEK,1.0,5
368,18476443,18,IN5249004,INDIANAPOLIS WATER COMPANY,FALL CREEK,1.0,5
369,3921841,18,IN5289012,INDIANA-AMERICAN - RICHMOND,WHITEWATER RIVER EAST FORK,1.0,5
370,3922437,18,IN5289012,INDIANA-AMERICAN - RICHMOND,MIDDLE FORK Reservoir,3.0,5
371,18476853,18,IN5249004,INDIANAPOLIS WATER COMPANY,Eagle Creek Reservoir,3.0,5
372,18476313,18,IN5249004,INDIANAPOLIS WATER COMPANY,WHITE RIVER NORTH,1.0,5
373,10080684,17,IL1830600,OAKWOOD,OAKWOOD N RSRVR,3.0,5
374,3983998,39,OH1900714,"GREENVILLE, CITY OF",MUD CREEK,1.0,5
375,3983872,39,OH1900714,"GREENVILLE, CITY OF",GREENVILLE CREEK,1.0,5
376,10080994,17,IL1835120,CONSUMERS IL WTR CO VERMIL DIV,LAKE VERMILION,2.0,5
377,3984526,39,OH5501211,"PIQUA, CITY OF",MIAMI RIVER,1.0,5
378,3983516,39,OH5501211,"PIQUA, CITY OF",SWIFT RUN LAKE,3.0,5
379,18474727,18,IN5218012,INDIANA-AMERICAN WATER COMPANY - MUNCIE,WHITE RIVER,1.0,5
380,3983058,39,OH7501214,"SIDNEY, CITY OF",GREAT MIAMI RIVER,1.0,5
381,3983056,39,OH7501214,"SIDNEY, CITY OF",TAWAWA CREEK,1.0,5
382,20097327,18,IN5234007,INDIANA-AMERICAN WATER COMPANY - KOKOMO,WILDCAT CREEK,1.0,5
383,18507890,39,OH5400011,"CELINA, CITY OF",GRAND LAKE,3.0,5
384,18500128,18,IN5209006,LOGANSPORT MUN.UTILITY-WATER TREAT PLANT,EEL RIVER,1.0,5
385,19418279,54,WV3300701,GRANTSVILLE MUNICIPAL,LITTLE KANAWHA RIVER,1.0,5
386,19415981,54,WV3301104,GLENVILLE UTILITY,LITTLE KANAWHA RIVER,1.0,5
387,3486515,39,OH4000111,"JACKSON, CITY OF",JISCO LAKE,3.0,5
388,3367600,39,OH4001912,WELLSTON PUBLIC WATER SYSTEM,LITTLE RACCOON CREEK,1.0,5
389,3367600,39,OH4001912,WELLSTON PUBLIC WATER SYSTEM,LAKE ALMA,3.0,5
390,3367642,39,OH4001912,WELLSTON PUBLIC WATER SYSTEM,LAKE RUPERT,3.0,5
391,19415477,54,WV3305402,CLAYWOOD PARK PSD,LITTLE KANAWHA RIVER,1.0,5
392,15432570,54,WV3300901,WEST UNION COMMUNITY OF,MIDDLE ISLAND CREEK,1.0,5
393,15431930,54,WV3304802,MIDDLEBOURNE WATER WORKS,MIDDLE ISLAND CREEK,1.0,5
394,15419565,39,OH0501311,BURR OAK REGIONAL WATER DISTRICT,BURR OAK RESERVOIR,3.0,5
395,5231116,39,OH2400714,WASHINGTON COURT HOUSE PWS,#2 RESERVOIR,3.0,5
396,5231116,39,OH2400714,WASHINGTON COURT HOUSE PWS,PAINT CREEK,1.0,5
397,5231116,39,OH2400714,WASHINGTON COURT HOUSE PWS,RESERVOIR,3.0,5
398,15429832,54,WV3304803,SISTERSVILLE MUNICIPAL WATER,OHIO RIVER,1.0,5
399,15384631,39,OH6400111,"CROOKSVILLE, VILLAGE OF",RESERVOIR #3 SAYRE,3.0,5
400,15384611,39,OH6400111,"CROOKSVILLE, VILLAGE OF",RESERVOIR #4 ALLEN,3.0,5
401,15418023,39,OH6400411,"NEW LEXINGTON, CITY OF",YEAGER CREEK,1.0,5
402,15418021,39,OH6400411,"NEW LEXINGTON, CITY OF",RESERVOIR NO. 1,3.0,5
403,15419579,39,OH6400411,"NEW LEXINGTON, CITY OF",YEAGER CREEK RESERVOIR NO. 2,3.0,5
404,15384769,39,OH6400111,"CROOKSVILLE, VILLAGE OF",RESERVIOR #1 South Dry Run,3.0,5
405,15384809,39,OH6400111,"CROOKSVILLE, VILLAGE OF",RESERVOIR #2 North Dry Run,3.0,5
406,15417935,39,OH6401111,"SOMERSET, VILLAGE OF",LAKE ST. JOSEPH,3.0,5
407,15430394,39,OH6100011,"CALDWELL, VILLAGE OF",CALDWELL LAKE,3.0,5
408,15430250,39,OH6100011,"CALDWELL, VILLAGE OF",WOLF RUN LAKE,3.0,5
409,15419493,39,OH6401111,"SOMERSET, VILLAGE OF",SOMERSET RESERVOIR,3.0,5
410,15430248,39,OH5600711,"WOODSFIELD, VILLAGE OF",SUNFISH CREEK,1.0,5
411,15431706,39,OH5600711,"WOODSFIELD, VILLAGE OF",RESERVOIR #1,3.0,5
412,15431790,39,OH5600711,"WOODSFIELD, VILLAGE OF",RESERVOIR #2,3.0,5
413,15384287,39,OH6001411,MAYSVILLE REGIONAL WATER,KENT RUN,1.0,5
414,19455759,39,OH0700011,BARNESVILLE PUBLIC WATER SYSTEM,SLOPE CREEK,9.0,5
415,19455749,39,OH0700011,BARNESVILLE PUBLIC WATER SYSTEM,BARNESVILLE RESERVOIR 1,3.0,5
416,5218155,39,OH2504412,COLUMBUS PUBLIC WATER SYSTEM,SCIOTO RIVER,1.0,5
417,15373600,39,OH6001711,"NEW CONCORD, VILLAGE OF",RESERVOIR,3.0,5
418,15372658,39,OH6001711,"NEW CONCORD, VILLAGE OF",CROOKED CREEK,1.0,5
419,15371830,39,OH3000111,"CAMBRIDGE, CITY OF",WILLS CREEK,1.0,5
420,15371570,39,OH6001711,"NEW CONCORD, VILLAGE OF",UPPER RESERVOIR,3.0,5
421,5213313,39,OH2504412,COLUMBUS PUBLIC WATER SYSTEM,BIG WALNUT CREEK,1.0,5
422,19453211,39,OH0701516,"ST. CLAIRSVILLE, CITY OF",MUNICIPAL RESERVOIR,3.0,5
423,15363281,39,OH4502314,"NEWARK, CITY OF",LICKING RIVER NORTH FORK,1.0,5
424,19453231,39,OH0701516,"ST. CLAIRSVILLE, CITY OF",PROVIDENT RESERVOIR,3.0,5
425,19453195,54,WV3303516,WHEELING CITY OF,OHIO RIVER,1.0,5
426,5213235,39,OH2503411,"WESTERVILLE, CITY OF",ALUM CREEK,1.0,5
427,5213579,39,OH2100711,LAKE OF THE WOODS WATER COMPANY,HOOVER RESERVOIR,3.0,5
428,5213569,39,OH2504412,COLUMBUS PUBLIC WATER SYSTEM,HOOVER RESERVOIR,3.0,5
429,5213565,39,OH2504412,COLUMBUS PUBLIC WATER SYSTEM,ALUM CREEK LAKE,3.0,5
430,5213565,39,OH2101412,"DEL-CO WATER COMPANY, INC.",ALUM CREEK RESERVOIR,3.0,5
431,5214753,39,OH2101412,"DEL-CO WATER COMPANY, INC.",OLENTANGY RIVER,1.0,5
432,5214753,39,OH2101412,"DEL-CO WATER COMPANY, INC.",OLENTANGY RIVER,1.0,5
433,5214753,39,OH2100311,"DELAWARE, CITY OF",OLENTANGY RIVER SOUTH,1.0,5
434,19451633,54,WV3300508,HAMMOND PSD,BUFFALO CREEK,1.0,5
435,5214651,39,OH8000314,"MARYSVILLE, CITY OF",MILL CREEK,1.0,5
436,3824211,54,WV3300512,FOLLANSBEE HOOVERSON HEIGHTS,OHIO RIVER,1.0,5
437,19392766,39,OH3400214,"CADIZ, VILLAGE OF",TAPPAN LAKE,3.0,5
438,5214379,39,OH2100311,"DELAWARE, CITY OF",OLENTANGY RIVER,1.0,5
439,19391492,39,OH7901711,TWIN CITY WATER & SEWER DISTRICT PWS,STILLWATER CREEK,1.0,5
440,3824181,39,OH4102411,"STEUBENVILLE, CITY OF",OHIO RIVER,1.0,5
441,3824179,54,WV3300516,WEIRTON AREA WATER BOARD,OHIO RIVER,1.0,5
442,3824171,39,OH4102811,"TORONTO, CITY OF",OHIO RIVER,1.0,5
443,5211913,39,OH5100414,OH/AM WATER COMPANY-MARI,SCIOTO RIVER,1.0,5
444,5211637,39,OH5100414,OH/AM WATER COMPANY-MARI,LITTLE SCIOTO RIVER,1.0,5
445,3819855,39,OH1502911,BUCKEYE WATER DISTRICT-WELLSVILLE,WELLSVILLE CITY RESERVOIR,3.0,5
446,3819849,39,OH1502111,"SALINEVILLE, VILLAGE OF",RILEY RUN,1.0,5
447,3819849,39,OH1502111,"SALINEVILLE, VILLAGE OF",KIRT'S HOLLOW Reservoir,3.0,5
448,15411551,39,OH7002914,"MANSFIELD, CITY OF",CLEAR FORK RESERVOIR,3.0,5
449,5210489,39,OH1700211,"GALION, CITY OF",ROCKY FORK RESERVOIR,3.0,5
450,4353436,54,WV3304910,GRAND BADGER COMMUNITY WATER SYSTEM,BUCKHANNON RIVER,1.0,5
