Ingredient,Site Desc,Use Group Desc,Reg#,LUIS Accepted Date,AI%,Formulation Desc,Product Name,Original (Product / A. I.) Max App Rate,A. I. Max App Rate,Max # Apps @ Max Rate / CC,Product Seasonal Max Dose/Year,A. I. Conv Seasonal Max Dose/Year,Product Seasonal Max Dose/CC,A. I. Seasonal Max Dose/CC,Max # Apps @ Max Rate / Unit of Time,Minimum Retreatment Interval,Rentry Interval,Application Method Type,Application Method Equipment,Application Method Timing,Incorporation Depth,Buffer Restriction,Disallowed Geo Areas,Allowable Geo Areas,Soil Factor,Percent Organic Matter
Bifenazate,HOPS,TERRESTRIAL FOOD + FEED,400-514,2/4/2011,43.2,FlC,ACRAMITE-4SC,24 fl oz/ 1 a,.74925 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Airblast.,Foliar.,,,,,,
Bifenazate,HOPS,TERRESTRIAL FOOD + FEED,400-514,2/4/2011,43.2,FlC,ACRAMITE-4SC,24 fl oz/ 1 a,.74925 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Boom sprayer.,Foliar.,,,,,,
Bifenazate,HOPS,TERRESTRIAL FOOD + FEED,400-514,2/4/2011,43.2,FlC,ACRAMITE-4SC,24 fl oz/ 1 a,.74925 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Compressed air sprayer.,Foliar.,,,,,,
Bifenazate,HOPS,TERRESTRIAL FOOD + FEED,400-514,2/4/2011,43.2,FlC,ACRAMITE-4SC,24 fl oz/ 1 a,.74925 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Hydraulic sprayer.,Foliar.,,,,,,
Bifenazate,HOPS,TERRESTRIAL FOOD + FEED,400-519,6/25/2007,75,DF,ACRAMITE-75WG,1 lb/ 1 a,.75 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Airblast.,Foliar.,,,,,,
Bifenazate,HOPS,TERRESTRIAL FOOD + FEED,400-519,6/25/2007,75,DF,ACRAMITE-75WG,1 lb/ 1 a,.75 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Boom sprayer.,Foliar.,,,,,,
Bifenazate,HOPS,TERRESTRIAL FOOD + FEED,400-519,6/25/2007,75,DF,ACRAMITE-75WG,1 lb/ 1 a,.75 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Compressed air sprayer.,Foliar.,,,,,,
Bifenazate,HOPS,TERRESTRIAL FOOD + FEED,400-519,6/25/2007,75,DF,ACRAMITE-75WG,1 lb/ 1 a,.75 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Hydraulic sprayer.,Foliar.,,,,,,
Bifenazate,HOUSEHOLD/DOMESTIC DWELLINGS OUTDOOR PREMISES,OUTDOOR RESIDENTIAL,400-481,7/19/2010,50,WP,FLORAMITE,4 oz/ 100 gal  W/ 400 gal/ 1 a,.5 lb / a,NS,16 oz /  a,.5 lb / a,NS,NS,2 / yr,NS,12 hr,Ground spray.,Airblast.,Foliar.,,,,,,
Bifenazate,HOUSEHOLD/DOMESTIC DWELLINGS OUTDOOR PREMISES,OUTDOOR RESIDENTIAL,400-481,7/19/2010,50,WP,FLORAMITE,4 oz/ 100 gal  W/ 400 gal/ 1 a,.5 lb / a,NS,16 oz /  a,.5 lb / a,NS,NS,2 / yr,NS,12 hr,Ground spray.,Boom sprayer.,Foliar.,,,,,,
Bifenazate,HOUSEHOLD/DOMESTIC DWELLINGS OUTDOOR PREMISES,OUTDOOR RESIDENTIAL,400-481,7/19/2010,50,WP,FLORAMITE,4 oz/ 100 gal  W/ 400 gal/ 1 a,.5 lb / a,NS,16 oz /  a,.5 lb / a,NS,NS,2 / yr,NS,12 hr,Ground spray.,Compressed air sprayer.,Foliar.,,,,,,
Bifenazate,HOUSEHOLD/DOMESTIC DWELLINGS OUTDOOR PREMISES,OUTDOOR RESIDENTIAL,400-481,7/19/2010,50,WP,FLORAMITE,4 oz/ 100 gal  W/ 400 gal/ 1 a,.5 lb / a,NS,16 oz /  a,.5 lb / a,NS,NS,2 / yr,NS,12 hr,Ground spray.,Hose-end sprayer.,Foliar.,,,,,,
Bifenazate,HOUSEHOLD/DOMESTIC DWELLINGS OUTDOOR PREMISES,OUTDOOR RESIDENTIAL,400-481,7/19/2010,50,WP,FLORAMITE,4 oz/ 100 gal  W/ 400 gal/ 1 a,.5 lb / a,NS,16 oz /  a,.5 lb / a,NS,NS,2 / yr,NS,12 hr,Ground spray.,Hydraulic sprayer.,Foliar.,,,,,,
Bifenazate,HOUSEHOLD/DOMESTIC DWELLINGS OUTDOOR PREMISES,OUTDOOR RESIDENTIAL,400-508,11/17/2008,22.6,L,FLORAMITE SC,8 fl oz/ 100 gal  W/ 400 gal/ 1 a,.49858339 lb / a,NS,32 fl oz /  a,.498895 lb / a,NS,NS,2 / yr,NS,12 hr,Ground spray.,Airblast.,Foliar.,,,,,,
Bifenazate,HOUSEHOLD/DOMESTIC DWELLINGS OUTDOOR PREMISES,OUTDOOR RESIDENTIAL,400-508,11/17/2008,22.6,L,FLORAMITE SC,8 fl oz/ 100 gal  W/ 400 gal/ 1 a,.49858339 lb / a,NS,32 fl oz /  a,.498895 lb / a,NS,NS,2 / yr,NS,12 hr,Ground spray.,Boom sprayer.,Foliar.,,,,,,
Bifenazate,HOUSEHOLD/DOMESTIC DWELLINGS OUTDOOR PREMISES,OUTDOOR RESIDENTIAL,400-508,11/17/2008,22.6,L,FLORAMITE SC,8 fl oz/ 100 gal  W/ 400 gal/ 1 a,.49858339 lb / a,NS,32 fl oz /  a,.498895 lb / a,NS,NS,2 / yr,NS,12 hr,Ground spray.,Compressed air sprayer.,Foliar.,,,,,,
Bifenazate,HOUSEHOLD/DOMESTIC DWELLINGS OUTDOOR PREMISES,OUTDOOR RESIDENTIAL,400-508,11/17/2008,22.6,L,FLORAMITE SC,8 fl oz/ 100 gal  W/ 400 gal/ 1 a,.49858339 lb / a,NS,32 fl oz /  a,.498895 lb / a,NS,NS,2 / yr,NS,12 hr,Ground spray.,Hose-end sprayer.,Foliar.,,,,,,
Bifenazate,HOUSEHOLD/DOMESTIC DWELLINGS OUTDOOR PREMISES,OUTDOOR RESIDENTIAL,400-508,11/17/2008,22.6,L,FLORAMITE SC,8 fl oz/ 100 gal  W/ 400 gal/ 1 a,.49858339 lb / a,NS,32 fl oz /  a,.498895 lb / a,NS,NS,2 / yr,NS,12 hr,Ground spray.,Hydraulic sprayer.,Foliar.,,,,,,
Bifenazate,HOUSEHOLD/DOMESTIC DWELLINGS OUTDOOR PREMISES,OUTDOOR RESIDENTIAL,400-509,11/17/2008,22.6,L,FLORAMITE SC/LS,8 fl oz/ 100 gal  W/ 400 gal/ 1 a,.49858339 lb / a,NS,32 fl oz /  a,.498895 lb / a,NS,NS,2 / yr,NS,NS,Ground spray.,Airblast.,Foliar.,,,,,,
Bifenazate,HOUSEHOLD/DOMESTIC DWELLINGS OUTDOOR PREMISES,OUTDOOR RESIDENTIAL,400-509,11/17/2008,22.6,L,FLORAMITE SC/LS,8 fl oz/ 100 gal  W/ 400 gal/ 1 a,.49858339 lb / a,NS,32 fl oz /  a,.498895 lb / a,NS,NS,2 / yr,NS,NS,Ground spray.,Boom sprayer.,Foliar.,,,,,,
Bifenazate,HOUSEHOLD/DOMESTIC DWELLINGS OUTDOOR PREMISES,OUTDOOR RESIDENTIAL,400-509,11/17/2008,22.6,L,FLORAMITE SC/LS,8 fl oz/ 100 gal  W/ 400 gal/ 1 a,.49858339 lb / a,NS,32 fl oz /  a,.498895 lb / a,NS,NS,2 / yr,NS,NS,Ground spray.,Compressed air sprayer.,Foliar.,,,,,,
Bifenazate,HOUSEHOLD/DOMESTIC DWELLINGS OUTDOOR PREMISES,OUTDOOR RESIDENTIAL,400-509,11/17/2008,22.6,L,FLORAMITE SC/LS,8 fl oz/ 100 gal  W/ 400 gal/ 1 a,.49858339 lb / a,NS,32 fl oz /  a,.498895 lb / a,NS,NS,2 / yr,NS,NS,Ground spray.,Hydraulic sprayer.,Foliar.,,,,,,
Bifenazate,LEGUME VEGETABLES,TERRESTRIAL FOOD + FEED,400-503,12/17/2010,50,WP,ACRAMITE-50WS,1.5 lb/ 1 a,.75 lb / a,2,NS,NS,NS,NS,NS,14 d,12 hr,Spray.,Airblast.,Foliar.,,,,,,
Bifenazate,LEGUME VEGETABLES,TERRESTRIAL FOOD + FEED,400-503,12/17/2010,50,WP,ACRAMITE-50WS,1.5 lb/ 1 a,.75 lb / a,2,NS,NS,NS,NS,NS,14 d,12 hr,Spray.,Boom sprayer.,Foliar.,,,,,,
Bifenazate,LEGUME VEGETABLES,TERRESTRIAL FOOD + FEED,400-503,12/17/2010,50,WP,ACRAMITE-50WS,1.5 lb/ 1 a,.75 lb / a,2,NS,NS,NS,NS,NS,14 d,12 hr,Spray.,Compressed air sprayer.,Foliar.,,,,,,
Bifenazate,LEGUME VEGETABLES,TERRESTRIAL FOOD + FEED,400-503,12/17/2010,50,WP,ACRAMITE-50WS,1.5 lb/ 1 a,.75 lb / a,2,NS,NS,NS,NS,NS,14 d,12 hr,Spray.,Fixed-wing aircraft.,Foliar.,,,,,,
Bifenazate,LEGUME VEGETABLES,TERRESTRIAL FOOD + FEED,400-503,12/17/2010,50,WP,ACRAMITE-50WS,1.5 lb/ 1 a,.75 lb / a,2,NS,NS,NS,NS,NS,14 d,12 hr,Spray.,Helicopter.,Foliar.,,,,,,
Bifenazate,LEGUME VEGETABLES,TERRESTRIAL FOOD + FEED,400-503,12/17/2010,50,WP,ACRAMITE-50WS,1.5 lb/ 1 a,.75 lb / a,2,NS,NS,NS,NS,NS,14 d,12 hr,Spray.,Hydraulic sprayer.,Foliar.,,,,,,
Bifenazate,LEGUME VEGETABLES,TERRESTRIAL FOOD + FEED,400-514,2/4/2011,43.2,FlC,ACRAMITE-4SC,24 fl oz/ 1 a,.74925 lb / a,2,NS,NS,NS,NS,NS,14 d,12 hr,Spray.,Airblast.,Foliar.,,,,,,
Bifenazate,LEGUME VEGETABLES,TERRESTRIAL FOOD + FEED,400-514,2/4/2011,43.2,FlC,ACRAMITE-4SC,24 fl oz/ 1 a,.74925 lb / a,2,NS,NS,NS,NS,NS,14 d,12 hr,Spray.,Boom sprayer.,Foliar.,,,,,,
Bifenazate,LEGUME VEGETABLES,TERRESTRIAL FOOD + FEED,400-514,2/4/2011,43.2,FlC,ACRAMITE-4SC,24 fl oz/ 1 a,.74925 lb / a,2,NS,NS,NS,NS,NS,14 d,12 hr,Spray.,Compressed air sprayer.,Foliar.,,,,,,
Bifenazate,LEGUME VEGETABLES,TERRESTRIAL FOOD + FEED,400-514,2/4/2011,43.2,FlC,ACRAMITE-4SC,24 fl oz/ 1 a,.74925 lb / a,2,NS,NS,NS,NS,NS,14 d,12 hr,Spray.,Fixed-wing aircraft.,Foliar.,,,,,,
Bifenazate,LEGUME VEGETABLES,TERRESTRIAL FOOD + FEED,400-514,2/4/2011,43.2,FlC,ACRAMITE-4SC,24 fl oz/ 1 a,.74925 lb / a,2,NS,NS,NS,NS,NS,14 d,12 hr,Spray.,Helicopter.,Foliar.,,,,,,
Bifenazate,LEGUME VEGETABLES,TERRESTRIAL FOOD + FEED,400-514,2/4/2011,43.2,FlC,ACRAMITE-4SC,24 fl oz/ 1 a,.74925 lb / a,2,NS,NS,NS,NS,NS,14 d,12 hr,Spray.,Hydraulic sprayer.,Foliar.,,,,,,
Bifenazate,MINT,TERRESTRIAL FOOD + FEED,400-503,12/17/2010,50,WP,ACRAMITE-50WS,1.5 lb/ 1 a,.75 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Chemigation.,Sprinkler irrigation.,Foliar.,,,,,,
Bifenazate,MINT,TERRESTRIAL FOOD + FEED,400-503,12/17/2010,50,WP,ACRAMITE-50WS,1.5 lb/ 1 a,.75 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Airblast.,Foliar.,,,,,,
Bifenazate,MINT,TERRESTRIAL FOOD + FEED,400-503,12/17/2010,50,WP,ACRAMITE-50WS,1.5 lb/ 1 a,.75 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Boom sprayer.,Foliar.,,,,,,
Bifenazate,MINT,TERRESTRIAL FOOD + FEED,400-503,12/17/2010,50,WP,ACRAMITE-50WS,1.5 lb/ 1 a,.75 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Compressed air sprayer.,Foliar.,,,,,,
Bifenazate,MINT,TERRESTRIAL FOOD + FEED,400-503,12/17/2010,50,WP,ACRAMITE-50WS,1.5 lb/ 1 a,.75 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Fixed-wing aircraft.,Foliar.,,,,,,
Bifenazate,MINT,TERRESTRIAL FOOD + FEED,400-503,12/17/2010,50,WP,ACRAMITE-50WS,1.5 lb/ 1 a,.75 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Helicopter.,Foliar.,,,,,,
Bifenazate,MINT,TERRESTRIAL FOOD + FEED,400-503,12/17/2010,50,WP,ACRAMITE-50WS,1.5 lb/ 1 a,.75 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Hydraulic sprayer.,Foliar.,,,,,,
Bifenazate,MINT,TERRESTRIAL FOOD + FEED,400-514,2/4/2011,43.2,FlC,ACRAMITE-4SC,24 fl oz/ 1 a,.74925 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Chemigation.,Sprinkler irrigation.,Foliar.,,,,,,
Bifenazate,MINT,TERRESTRIAL FOOD + FEED,400-514,2/4/2011,43.2,FlC,ACRAMITE-4SC,24 fl oz/ 1 a,.74925 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Airblast.,Foliar.,,,,,,
Bifenazate,MINT,TERRESTRIAL FOOD + FEED,400-514,2/4/2011,43.2,FlC,ACRAMITE-4SC,24 fl oz/ 1 a,.74925 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Boom sprayer.,Foliar.,,,,,,
Bifenazate,MINT,TERRESTRIAL FOOD + FEED,400-514,2/4/2011,43.2,FlC,ACRAMITE-4SC,24 fl oz/ 1 a,.74925 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Compressed air sprayer.,Foliar.,,,,,,
Bifenazate,MINT,TERRESTRIAL FOOD + FEED,400-514,2/4/2011,43.2,FlC,ACRAMITE-4SC,24 fl oz/ 1 a,.74925 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Fixed-wing aircraft.,Foliar.,,,,,,
Bifenazate,MINT,TERRESTRIAL FOOD + FEED,400-514,2/4/2011,43.2,FlC,ACRAMITE-4SC,24 fl oz/ 1 a,.74925 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Helicopter.,Foliar.,,,,,,
Bifenazate,MINT,TERRESTRIAL FOOD + FEED,400-514,2/4/2011,43.2,FlC,ACRAMITE-4SC,24 fl oz/ 1 a,.74925 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Hydraulic sprayer.,Foliar.,,,,,,
Bifenazate,MINT,TERRESTRIAL FOOD + FEED,400-519,6/25/2007,75,DF,ACRAMITE-75WG,1 lb/ 1 a,.75 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Airblast.,Foliar.,,,,,,
Bifenazate,MINT,TERRESTRIAL FOOD + FEED,400-519,6/25/2007,75,DF,ACRAMITE-75WG,1 lb/ 1 a,.75 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Boom sprayer.,Foliar.,,,,,,
Bifenazate,MINT,TERRESTRIAL FOOD + FEED,400-519,6/25/2007,75,DF,ACRAMITE-75WG,1 lb/ 1 a,.75 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Compressed air sprayer.,Foliar.,,,,,,
Bifenazate,MINT,TERRESTRIAL FOOD + FEED,400-519,6/25/2007,75,DF,ACRAMITE-75WG,1 lb/ 1 a,.75 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Hydraulic sprayer.,Foliar.,,,,,,
Bifenazate,NONAGRICULTURAL RIGHTS-OF-WAY/FENCEROWS/HEDGEROWS,TERRESTRIAL NON-FOOD + OUTDOOR RESIDENTIAL,400-481,7/19/2010,50,WP,FLORAMITE,4 oz/ 100 gal  W/ 400 gal/ 1 a,.5 lb / a,NS,16 oz /  a,.5 lb / a,NS,NS,2 / yr,NS,12 hr,Ground spray.,Airblast.,Foliar.,,,,,,
Bifenazate,NONAGRICULTURAL RIGHTS-OF-WAY/FENCEROWS/HEDGEROWS,TERRESTRIAL NON-FOOD + OUTDOOR RESIDENTIAL,400-481,7/19/2010,50,WP,FLORAMITE,4 oz/ 100 gal  W/ 400 gal/ 1 a,.5 lb / a,NS,16 oz /  a,.5 lb / a,NS,NS,2 / yr,NS,12 hr,Ground spray.,Boom sprayer.,Foliar.,,,,,,
Bifenazate,NONAGRICULTURAL RIGHTS-OF-WAY/FENCEROWS/HEDGEROWS,TERRESTRIAL NON-FOOD + OUTDOOR RESIDENTIAL,400-481,7/19/2010,50,WP,FLORAMITE,4 oz/ 100 gal  W/ 400 gal/ 1 a,.5 lb / a,NS,16 oz /  a,.5 lb / a,NS,NS,2 / yr,NS,12 hr,Ground spray.,Compressed air sprayer.,Foliar.,,,,,,
Bifenazate,NONAGRICULTURAL RIGHTS-OF-WAY/FENCEROWS/HEDGEROWS,TERRESTRIAL NON-FOOD + OUTDOOR RESIDENTIAL,400-481,7/19/2010,50,WP,FLORAMITE,4 oz/ 100 gal  W/ 400 gal/ 1 a,.5 lb / a,NS,16 oz /  a,.5 lb / a,NS,NS,2 / yr,NS,12 hr,Ground spray.,Hose-end sprayer.,Foliar.,,,,,,
Bifenazate,NONAGRICULTURAL RIGHTS-OF-WAY/FENCEROWS/HEDGEROWS,TERRESTRIAL NON-FOOD + OUTDOOR RESIDENTIAL,400-481,7/19/2010,50,WP,FLORAMITE,4 oz/ 100 gal  W/ 400 gal/ 1 a,.5 lb / a,NS,16 oz /  a,.5 lb / a,NS,NS,2 / yr,NS,12 hr,Ground spray.,Hydraulic sprayer.,Foliar.,,,,,,
Bifenazate,NONAGRICULTURAL RIGHTS-OF-WAY/FENCEROWS/HEDGEROWS,TERRESTRIAL NON-FOOD + OUTDOOR RESIDENTIAL,400-508,11/17/2008,22.6,L,FLORAMITE SC,8 fl oz/ 100 gal  W/ 400 gal/ 1 a,.49858339 lb / a,NS,32 fl oz /  a,.498895 lb / a,NS,NS,2 / yr,NS,12 hr,Ground spray.,Airblast.,Foliar.,,,,,,
Bifenazate,NONAGRICULTURAL RIGHTS-OF-WAY/FENCEROWS/HEDGEROWS,TERRESTRIAL NON-FOOD + OUTDOOR RESIDENTIAL,400-508,11/17/2008,22.6,L,FLORAMITE SC,8 fl oz/ 100 gal  W/ 400 gal/ 1 a,.49858339 lb / a,NS,32 fl oz /  a,.498895 lb / a,NS,NS,2 / yr,NS,12 hr,Ground spray.,Boom sprayer.,Foliar.,,,,,,
Bifenazate,NONAGRICULTURAL RIGHTS-OF-WAY/FENCEROWS/HEDGEROWS,TERRESTRIAL NON-FOOD + OUTDOOR RESIDENTIAL,400-508,11/17/2008,22.6,L,FLORAMITE SC,8 fl oz/ 100 gal  W/ 400 gal/ 1 a,.49858339 lb / a,NS,32 fl oz /  a,.498895 lb / a,NS,NS,2 / yr,NS,12 hr,Ground spray.,Compressed air sprayer.,Foliar.,,,,,,
Bifenazate,NONAGRICULTURAL RIGHTS-OF-WAY/FENCEROWS/HEDGEROWS,TERRESTRIAL NON-FOOD + OUTDOOR RESIDENTIAL,400-508,11/17/2008,22.6,L,FLORAMITE SC,8 fl oz/ 100 gal  W/ 400 gal/ 1 a,.49858339 lb / a,NS,32 fl oz /  a,.498895 lb / a,NS,NS,2 / yr,NS,12 hr,Ground spray.,Hose-end sprayer.,Foliar.,,,,,,
Bifenazate,NONAGRICULTURAL RIGHTS-OF-WAY/FENCEROWS/HEDGEROWS,TERRESTRIAL NON-FOOD + OUTDOOR RESIDENTIAL,400-508,11/17/2008,22.6,L,FLORAMITE SC,8 fl oz/ 100 gal  W/ 400 gal/ 1 a,.49858339 lb / a,NS,32 fl oz /  a,.498895 lb / a,NS,NS,2 / yr,NS,12 hr,Ground spray.,Hydraulic sprayer.,Foliar.,,,,,,
Bifenazate,NONAGRICULTURAL RIGHTS-OF-WAY/FENCEROWS/HEDGEROWS,TERRESTRIAL NON-FOOD + OUTDOOR RESIDENTIAL,400-509,11/17/2008,22.6,L,FLORAMITE SC/LS,8 fl oz/ 100 gal  W/ 400 gal/ 1 a,.49858339 lb / a,NS,32 fl oz /  a,.498895 lb / a,NS,NS,2 / yr,NS,NS,Ground spray.,Airblast.,Foliar.,,,,,,
Bifenazate,NONAGRICULTURAL RIGHTS-OF-WAY/FENCEROWS/HEDGEROWS,TERRESTRIAL NON-FOOD + OUTDOOR RESIDENTIAL,400-509,11/17/2008,22.6,L,FLORAMITE SC/LS,8 fl oz/ 100 gal  W/ 400 gal/ 1 a,.49858339 lb / a,NS,32 fl oz /  a,.498895 lb / a,NS,NS,2 / yr,NS,NS,Ground spray.,Boom sprayer.,Foliar.,,,,,,
Bifenazate,NONAGRICULTURAL RIGHTS-OF-WAY/FENCEROWS/HEDGEROWS,TERRESTRIAL NON-FOOD + OUTDOOR RESIDENTIAL,400-509,11/17/2008,22.6,L,FLORAMITE SC/LS,8 fl oz/ 100 gal  W/ 400 gal/ 1 a,.49858339 lb / a,NS,32 fl oz /  a,.498895 lb / a,NS,NS,2 / yr,NS,NS,Ground spray.,Compressed air sprayer.,Foliar.,,,,,,
Bifenazate,NONAGRICULTURAL RIGHTS-OF-WAY/FENCEROWS/HEDGEROWS,TERRESTRIAL NON-FOOD + OUTDOOR RESIDENTIAL,400-509,11/17/2008,22.6,L,FLORAMITE SC/LS,8 fl oz/ 100 gal  W/ 400 gal/ 1 a,.49858339 lb / a,NS,32 fl oz /  a,.498895 lb / a,NS,NS,2 / yr,NS,NS,Ground spray.,Hydraulic sprayer.,Foliar.,,,,,,
Bifenazate,OKRA,TERRESTRIAL FOOD,400-503,12/17/2010,50,WP,ACRAMITE-50WS,1 lb/ 1 a,.5 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Airblast.,Foliar.,,,,,,
Bifenazate,OKRA,TERRESTRIAL FOOD,400-503,12/17/2010,50,WP,ACRAMITE-50WS,1 lb/ 1 a,.5 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Boom sprayer.,Foliar.,,,,,,
Bifenazate,OKRA,TERRESTRIAL FOOD,400-503,12/17/2010,50,WP,ACRAMITE-50WS,1 lb/ 1 a,.5 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Compressed air sprayer.,Foliar.,,,,,,
Bifenazate,OKRA,TERRESTRIAL FOOD,400-503,12/17/2010,50,WP,ACRAMITE-50WS,1 lb/ 1 a,.5 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Hydraulic sprayer.,Foliar.,,,,,,
Bifenazate,OKRA,TERRESTRIAL FOOD,400-514,2/4/2011,43.2,FlC,ACRAMITE-4SC,16 fl oz/ 1 a,.4995 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Airblast.,Foliar.,,,,,,
Bifenazate,OKRA,TERRESTRIAL FOOD,400-514,2/4/2011,43.2,FlC,ACRAMITE-4SC,16 fl oz/ 1 a,.4995 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Boom sprayer.,Foliar.,,,,,,
Bifenazate,OKRA,TERRESTRIAL FOOD,400-514,2/4/2011,43.2,FlC,ACRAMITE-4SC,16 fl oz/ 1 a,.4995 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Compressed air sprayer.,Foliar.,,,,,,
Bifenazate,OKRA,TERRESTRIAL FOOD,400-514,2/4/2011,43.2,FlC,ACRAMITE-4SC,16 fl oz/ 1 a,.4995 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Hydraulic sprayer.,Foliar.,,,,,,
Bifenazate,OKRA,TERRESTRIAL FOOD,400-519,6/25/2007,75,DF,ACRAMITE-75WG,.67 lb/ 1 a,.5025 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Airblast.,Foliar.,,,,,,
Bifenazate,OKRA,TERRESTRIAL FOOD,400-519,6/25/2007,75,DF,ACRAMITE-75WG,.67 lb/ 1 a,.5025 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Boom sprayer.,Foliar.,,,,,,
Bifenazate,OKRA,TERRESTRIAL FOOD,400-519,6/25/2007,75,DF,ACRAMITE-75WG,.67 lb/ 1 a,.5025 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Compressed air sprayer.,Foliar.,,,,,,
Bifenazate,OKRA,TERRESTRIAL FOOD,400-519,6/25/2007,75,DF,ACRAMITE-75WG,.67 lb/ 1 a,.5025 lb / a,1,NS,NS,NS,NS,NS,NS,12 hr,Spray.,Hydraulic sprayer.,Foliar.,,,,,,
Bifenazate,ORNAMENTAL AND/OR SHADE TREES,TERRESTRIAL + GREENHOUSE NON-FOOD,400-481,7/19/2010,50,WP,FLORAMITE,4 oz/ 100 gal  W/ 400 gal/ 1 a,.5 lb / a,NS,16 oz /  a,.5 lb / a,NS,NS,2 / yr,NS,12 hr,Ground spray.,Airblast.,Containerized.,,,,,,
Bifenazate,ORNAMENTAL AND/OR SHADE TREES,TERRESTRIAL + GREENHOUSE NON-FOOD,400-481,7/19/2010,50,WP,FLORAMITE,4 oz/ 100 gal  W/ 400 gal/ 1 a,.5 lb / a,NS,16 oz /  a,.5 lb / a,NS,NS,2 / yr,NS,12 hr,Ground spray.,Airblast.,Foliar.,,,,,,
Bifenazate,ORNAMENTAL AND/OR SHADE TREES,TERRESTRIAL + GREENHOUSE NON-FOOD,400-481,7/19/2010,50,WP,FLORAMITE,4 oz/ 100 gal  W/ 400 gal/ 1 a,.5 lb / a,NS,16 oz /  a,.5 lb / a,NS,NS,2 / yr,NS,12 hr,Ground spray.,Airblast.,Interiorscapes.,,,,,,
Bifenazate,ORNAMENTAL AND/OR SHADE TREES,TERRESTRIAL + GREENHOUSE NON-FOOD,400-481,7/19/2010,50,WP,FLORAMITE,4 oz/ 100 gal  W/ 400 gal/ 1 a,.5 lb / a,NS,16 oz /  a,.5 lb / a,NS,NS,2 / yr,NS,12 hr,Ground spray.,Boom sprayer.,Containerized.,,,,,,
Bifenazate,ORNAMENTAL AND/OR SHADE TREES,TERRESTRIAL + GREENHOUSE NON-FOOD,400-481,7/19/2010,50,WP,FLORAMITE,4 oz/ 100 gal  W/ 400 gal/ 1 a,.5 lb / a,NS,16 oz /  a,.5 lb / a,NS,NS,2 / yr,NS,12 hr,Ground spray.,Boom sprayer.,Foliar.,,,,,,
Bifenazate,ORNAMENTAL AND/OR SHADE TREES,TERRESTRIAL + GREENHOUSE NON-FOOD,400-481,7/19/2010,50,WP,FLORAMITE,4 oz/ 100 gal  W/ 400 gal/ 1 a,.5 lb / a,NS,16 oz /  a,.5 lb / a,NS,NS,2 / yr,NS,12 hr,Ground spray.,Boom sprayer.,Interiorscapes.,,,,,,
Bifenazate,ORNAMENTAL AND/OR SHADE TREES,TERRESTRIAL + GREENHOUSE NON-FOOD,400-481,7/19/2010,50,WP,FLORAMITE,4 oz/ 100 gal  W/ 400 gal/ 1 a,.5 lb / a,NS,16 oz /  a,.5 lb / a,NS,NS,2 / yr,NS,12 hr,Ground spray.,Compressed air sprayer.,Containerized.,,,,,,
